ān fèng	安鳳
cháo kè fēn rǎo shí	朝客紛擾時
cháo kè qīng bēi lì	朝客輕卑吏
cháo kè yīng fán juàn	朝客應煩倦
cháo kōng yàn bù kuī	巢空燕不窺
cháo kòu fù ér mén	朝扣富兒門
cháo kòu kě fǔ ná	巢鷇可俯拏
cháo kū xīn suǒ ài	朝哭心所愛
cháo lái jīn mén qǐ	潮來津門啓
cháo lái mǎn zuò fēng	潮來滿座風
cháo lái pú bài shēn	潮來蒲稗深
cháo lái rú fēng yǔ	潮來如風雨
cháo lái tiān dì qīng	潮來天地青
cháo lái yī píng jiàn	潮來一憑檻
cháo lái zá fēng yǔ	潮來雜風雨
cháo lǎn yí wú chuán	朝覽夷吾傳
cháo lěng wú liú yàn	巢冷無留燕
cháo lí xīn xī xiàn	朝離新息縣
cháo lián yì chuáng rì	朝憐一床日
cháo liè chēng duō shì	朝列稱多士
cháo liè qiě yún tiǎn	朝列且雲忝
cháo lín mèng zhū shàng	朝臨孟諸上
cháo lín qí shuǐ àn	朝臨淇水岸
cháo lín xǐ yì zhī	巢林喜一枝
cháo lìng ér yè xún	朝令而夜循
cháo líng qī yuè fēng	朝零七月風
cháo lùn bù chǐ yá	朝論不齒牙
cháo lùn xī cái nán	朝論惜才難
cháo luò xī hán dān	朝洛夕邯鄲
chāo mài yǒu gǔ fēng	超邁有古風
cháo mǎn èr jiāng chūn	潮滿二江春
cháo mǎn jiǔ jiāng chūn	潮滿九江春
cháo mǎn qiān yīng lǚ	朝滿遷鶯侶
cháo mǎn xī yáng duō	潮滿夕陽多
cháo mǎn xiǎo jiāng qíng	潮滿曉江晴
cháo mǎn yě chéng zhǔ	潮滿冶城渚
cháo mǎn yīng jī shēng	潮滿應雞聲
cháo máng shǎo yóu yàn	朝忙少遊宴
cháo méi jù qū sǒu	潮沒具區藪
cháo mián qǐ gèng chí	朝眠起更遲
cháo mián yīn kè qǐ	朝眠因客起
cháo míng jí yín shù	朝鳴集銀樹
cháo míng kūn qiū shù	朝鳴昆丘樹
cháo mó gǔ dōu lěi	朝摩骨都壘
cháo mù chǎng nán wéi	朝沐敞南闈
cháo mù fāng yóu yàn	巢幕方猶燕
cháo mù gèng féng wēi	巢幕更逢危
cháo nán jiàng shuài quán	朝難將帥權
cháo ní kàn guō suǒ	朝泥看郭索
cháo niàn chí shàng zhuó	朝念池上酌
cháo niǎo bēi kōng lín	巢鳥悲空林
cháo niǎo fēi kōng lín	巢鳥飛空林
cháo niǎo lái zhǐ jǔ	巢鳥來枳椇
cháo nòng zǐ yí hǎi	朝弄紫沂海
cháo nù shā qí zǐ	朝怒殺其子
cháo nuǎn jiù nán xuān	朝暖就南軒
cháo pán hū jué shē	朝盤忽覺奢
cháo pán jiàn mì jī	朝盤見蜜唧
cháo pán kuài hóng lǐ	朝盤鱠紅鯉
cháo pán xiāng jī fàn	朝盤香積飯
cháo pèi jiē chuí dì	朝佩皆垂地
cháo pèi tiān jiē bìng	朝轡天街並
cháo péi xiāng àn bān	朝陪香案班
cháo pī yī pǐn yī	朝披一品衣
cháo pìn xué kūn xié	朝聘學昆邪
cháo píng guī sī xuán	潮平歸思懸
cháo píng guī xiàn shí	潮平歸縣時
cháo píng jiàn chǔ diān	潮平見楚甸
cháo píng jiàn yuè duō	潮平見月多
cháo píng liǎng àn kuò	潮平兩岸闊
cháo píng sì bù liú	潮平似不流
cháo pù zuò yòu biān	朝鋪座右邊
cháo qǐ chì chéng xiá	朝起赤城霞
cháo qī kūn láng mù	朝棲昆閬木
cháo qǐ shì shì bì	朝起視事畢
cháo qí wǔ huā mǎ	朝騎五花馬
cháo qí yì mǎ chū	朝騎一馬出
cháo qǐ yòu yíng yíng	朝起又營營
cháo qín jué chú luǎn	巢禽攫雛卵
cháo qín mìng zǐ xì	巢禽命子戲
cháo qín xià xiāng hū	巢禽下相呼
cháo qín yì qīng ěr	巢禽亦傾耳
cháo qín zhī míng hái	巢禽知暝還
cháo qīng fěi cuì dī	巢傾翡翠低
cháo qǐng hòu hái yì	朝請後還邑
cháo qìng lǎo lái fú	朝慶老萊服
cháo qìng qiān líng shǐ	朝慶千齡始
cháo qū běi jìn cháng	朝趨北禁長
cháo qū chì chí qián	朝趨赤墀前
cháo qù liàn chūn mián	朝去戀春眠
cháo qù luò yáng diàn	朝去洛陽殿
cháo qù lǜ jiāng chūn	朝去綠江春
cháo qū pí chì hòu	朝驅疲斥候
cháo qū qù tiān zhǐ	朝趨去天咫
cháo quē kōng xuān fán	朝闕空喧煩
cháo què miǎn tíng kē	巢鵲眄庭柯
chāo rán chán lí tuì	超然蟬離蛻
chāo rán dài jù cí	超然待具茨
chāo rán hǔ xī xī	超然虎溪夕
chāo rán huān xiào tóng	超然歡笑同
chāo rán lí sú chén	超然離俗塵
chāo rán lí wǎng gǔ	超然離網罟
chāo rán móu zhuàng guān	超然侔壯觀
chāo rán mù chóu xī	超然慕疇昔
chāo rán qì qīng shǎng	超然契清賞
chāo rán ruò liú xīng	超然若流星
chāo rán sì zhāng hàn	超然似張翰
chāo rán tái shàng xuě	超然台上雪
chāo rán tīng nián yùn	超然聽年運
chāo rán wàn lèi wàng	超然萬累忘
chāo rán wàn lǐ qù	超然萬里去
chāo rán wàn xíng nèi	超然萬形內
chāo rán wǎng bù fǎn	超然往不返
chāo rán wú sú shì	超然無俗事
chāo rán wù wài xīn	超然物外心
chāo rán xiàn mén zī	超然羨門姿
chāo rán xiè péng qīn	超然謝朋親
chāo rán yí ěr mù	超然遺耳目
chāo rán zǐ yǒu yì	超然子有意
cháo rén tuō zhè gū	嘲人託鷓鴣
cháo réng yuè xī nǚ	朝仍越溪女
cháo róng chéng ruì zhá	朝榮承睿札
cháo róng jiān yǔ yī	朝容間羽衣
cháo róng mù huà chén	朝榮暮化塵
cháo róng shū kě xī	朝榮殊可惜
cháo róng sì hǎi qīn	朝榮四海欽
cháo róng wàn guó huān	朝榮萬國歡
cháo róng xīn jiù zé	朝容欣舊則
cháo rù mò líng shān	潮入秣陵山
cháo rù tiān yuàn zhōng	朝入天苑中
cháo rú yù yǐ huì	朝如玉已會
cháo rù yún zhōng jùn	朝入雲中郡
cháo shàng dōng pō bù	朝上東坡步
cháo shàng gāo lóu shàng	朝上高樓上
cháo shàng huáng jīn tái	朝上黃金臺
cháo shàng xiǎo jiāng xī	潮上小江西
cháo shè bái shuǐ yuán	朝涉白水源
cháo shè yī shuǐ mén	朝涉伊水門
cháo shēn wú dù chuán	潮深無渡船
cháo shēng chuán fǎng huó	潮生船舫活
cháo shēng dāng zhòu qǐ	潮聲當晝起
cháo shēng gé yǔ shēn	潮聲隔雨深
cháo shēng guā bù qián	潮生瓜步前
cháo shēng jiàn yè shuǐ	潮生建業水
cháo shēng lái rù ěr	潮聲來入耳
cháo shēng lái wàn jǐng	潮聲來萬井
cháo shēng mǎn fù chūn	潮聲滿富春
cháo shēng wàn qǐng shā	潮生萬頃沙
cháo shēng xī jù sǐ	朝生夕俱死
cháo shēng yíng fǎ gǔ	潮聲迎法鼓
cháo shēng zhǐ tīng lái	潮聲只聽來
cháo shēng zì dào mén	潮聲自到門
cháo shì ān mǎ zǎo	朝事鞍馬早
cháo shì bù zú wèn	朝市不足問
cháo shì chéng wú méi	朝市成蕪沒
cháo shì chū xī è	晁氏出西鄂
cháo shí guò pén kǒu	潮時過湓口
cháo shì hái xún xiū	朝士還旬休
cháo shì jiān róng fú	朝士兼戎服
cháo shì jù dōng shì	朝市俱東逝
cháo shì jué xián cāi	朝士絕嫌猜
cháo shì měng hǔ xíng	晁氏猛虎行
cháo shì rì xuān ài	朝市日喧隘
cháo shì rì yǐ yuǎn	朝市日已遠
cháo shì sān qiān lǐ	朝市三千里
cháo shì shuí xiāng qīn	朝市誰相親
cháo shì tài xiāo xuān	朝市太囂喧
chāo shī tīng xiǎo xū	鈔詩聽小胥
cháo shì wú cháng jū	朝市無常居
cháo shǔ shí yí xián	朝署時遺賢
cháo shuāng níng bì qiú	朝霜凝敝裘
cháo shuǐ bái máng máng	潮水白茫茫
cháo shuǐ bèi rén guī	潮水背人歸
cháo shuǐ dìng kě xìn	潮水定可信
cháo shuǐ dōng nán luò	潮水東南落
cháo shuǐ hái guī hǎi	潮水還歸海
cháo shuǐ hū fù guò	潮水忽復過
cháo shuì zú shǐ qǐ	朝睡足始起
cháo shùn yù pèi yíng	朝蕣玉佩迎
cháo sòng nán qù kè	朝送南去客
chāo sú jià cháng fēng	超俗駕長風
cháo suí bái yún qù	朝隨白雲去
cháo suí běi fēng qù	朝隨北風去
cháo suí fú yún chū	朝隨浮雲出
cháo suí mài yào kè	朝隨賣藥客
cháo suí mò líng shàng	潮隨秣陵上
cháo suí qiū yún yīn	朝隨秋雲陰
cháo suí xùn zhì xíng	朝隨馴雉行
cháo suí zhú yǐng chū	朝隨燭影出
cháo tà yù fēng xià	朝蹋玉峰下
cháo tàn hū qiān zhōu	朝嘆忽遷舟
chāo téng ruò fēi xuě	超騰若飛雪
chāo téng ruò liú xīng	超騰若流星
cháo tí yù sāi qián	朝提玉塞前
cháo tiān chí mǎ jué	朝天馳馬絕
cháo tiān shàng fèng chí	朝天上鳳池
cháo tiān shí èr lóu	朝天十二樓
cháo tiān shì shèng ēn	朝天是聖恩
cháo tiān wàn guó tóng	朝天萬國同
cháo tiān yù sāi dōng	朝天玉塞東
cháo tíng ài fāng zhí	朝廷愛方直
cháo tíng bàn lǎo rú	朝廷半老儒
cháo tíng bèi lǐ chū	朝廷備禮出
cháo tíng bù xiá gěi	朝廷不暇給
cháo tíng chóng jiǔ dǐng	朝廷重九鼎
cháo tíng cuō tuó huì	朝廷蹉跎會
cháo tíng dài gōng zūn	朝庭待公尊
cháo tíng dāng zhèng chén	朝廷當正臣
cháo tíng duō jìn chén	朝廷多近臣
cháo tíng duō xiù shì	朝廷多秀士
cháo tíng fáng dào zéi	朝廷防盜賊
cháo tíng fāng jiàn tuī	朝廷方見推
cháo tíng fāng què yuè	朝廷方雀躍
cháo tíng fāng xī gù	朝廷方西顧
cháo tíng fēi bú shèng	朝廷非不盛
cháo tíng fēi bù zhī	朝廷非不知
cháo tíng guì èr lù	朝廷貴二陸
cháo tíng jì kě jiāng	朝廷既可將
cháo tíng jì yì shū	朝廷記憶疏
cháo tíng jūn bù chū	朝廷君不出
cháo tíng lián shòu shèn	朝廷連受脤
cháo tíng mǐn shēng huán	朝廷愍生還
cháo tíng mò rú jué	朝廷莫如爵
cháo tíng piān zhù yì	朝廷偏注意
cháo tíng qǐ fèng qián	朝廷乞俸錢
cháo tíng qīng zhàn gōng	朝廷輕戰功
cháo tíng shàng hè jùn	朝廷尚賀俊
cháo tíng shàng yòu wén	朝廷尚右文
cháo tíng shāo zhàn běi	朝廷燒棧北
cháo tíng shì tīng xīn	朝廷視聽新
cháo tíng shuí qǐng yīng	朝廷誰請纓
cháo tíng wèi jí fǔ	朝廷謂吉甫
cháo tíng wèn fǔ zhǔ	朝廷問府主
cháo tíng wú cǐ lì	朝廷無此例
cháo tíng wú jì huì	朝廷無忌諱
cháo tíng xī lǎo chéng	朝廷惜老成
cháo tíng yòng wén zhì	朝廷用文治
cháo tíng yǒu zhí shēng	朝廷有直聲
cháo tíng yǔ xiè gōng	朝廷與謝公
cháo tíng zhāng sì wéi	朝廷張四維
cháo tíng zhòng jīng shù	朝廷重經術
cháo tíng zhòng yīng yàn	朝廷重英彥
cháo tíng zhuàng qí jié	朝廷壯其節
cháo tíng zú wǔ chén	朝廷足武臣
cháo tíng zuì yǎn zhōng	朝廷醉眼中
cháo tóng yī yuán chū	朝同一源出
cháo tóu lái shǐ xiē	潮頭來始歇
cháo tóu xī qù cháng	潮頭西去長
cháo tuī cháng rú zhí	朝推長孺直
cháo tuī cǐ rèn nán	朝推此任難
cháo tuī gǔ zi yún	朝推穀子雲
cháo tuī huà shěng láng	朝推畫省郎
cháo tuì mǎ wèi kùn	朝退馬未困
cháo tuì ruò wú píng	朝退若無憑
cháo tuī wén wǔ xióng	朝推文武雄
cháo tūn hǎi mén shí	潮吞海門石
cháo tūn tài yáng jīng	朝吞太陽精
cháo tún xuě shān xià	朝屯雪山下
cháo wàng lián huá yù	朝望蓮華獄
cháo wǎng mù hái lái	朝往暮還來
cháo wéi duàn cháng huā	朝爲斷腸花
cháo wéi fēng yān shù	朝爲風煙樹
cháo wéi fú yún huā	朝爲拂雲花
cháo wéi gēng zhòng rén	朝爲耕種人
cháo wèi gōng fǔ lì	朝為公府吏
cháo wéi hàn gōng fēi	朝爲漢宮妃
cháo wéi líng dōu yóu	朝爲靈都遊
cháo wéi qīng yún shì	朝爲青雲士
cháo wéi sān shì yìn	朝爲三室印
cháo wéi shuāng dì huā	朝爲雙蒂花
cháo wéi tián shè láng	朝爲田舍郎
cháo wéi yuè xī nǚ	朝爲越溪女
cháo wéi zhū mén guì	朝爲朱門貴
cháo wú hán shì dá	朝無寒士達
cháo wù rù jī yǐng	巢悟入箕潁
cháo wū shuā yǔ yí	巢烏刷羽儀
cháo xì bào wǒ zú	朝戲抱我足
cháo xī rù yǒu lái	朝曦入牖來
cháo xī wén cūn jī	嘲唽聞村雞
cháo xī xiāng zuǒ yòu	朝夕相左右
cháo xià bào yú sù	朝下抱餘素
cháo xià bù xiāng yíng	朝下不相迎
cháo xià qīng quán xì	朝下清泉戲
cháo xià rén zhēng kàn	朝下人爭看
cháo xià sàn huáng zhōu	朝下散皇州
cháo xián jiàn guāng jìng	朝嫌劍光靜
cháo xiān tí jué qǐ	朝先鶗鴂起
cháo xián zhuàng qí róng	朝賢壯其容
cháo xié lán shěng bù	朝攜蘭省步
cháo xié sī yú xiān	嘲諧思逾鮮
cháo xié yuè guāng zǐ	朝攜月光子
cháo xìn cuī kè fān	潮信催客帆
cháo xíng bā shuǐ yún	朝行巴水雲
cháo xíng bī yú lóng	朝行逼魚龍
cháo xíng chǔ shuǐ yīn	朝行楚水陰
cháo xíng fū shuǐ shàng	朝行敷水上
cháo xíng qīng ní shàng	朝行青泥上
cháo xíng yún mǎn chē	朝行雲滿車
cháo xǔ shān lín zhì	巢許山林志
cháo xù shè fāng diān	朝旭射芳甸
cháo xǔ zài sōng yǐng	巢許在嵩潁
cháo xǔ zhōng shēn wěn	巢許終身穩
cháo xuǎn wú gōng shǒu	朝選吳公守
cháo xuě nà xiāng dù	朝雪那相妒
cháo xuè yǔ luàn máng	嘲謔語亂哤
cháo xún xiá wài sì	朝尋霞外寺
cháo yá fù wǎn yá	朝衙復晚衙
cháo yàn ǎi fēi fēi	朝豔藹霏霏
cháo yán bà shuǐ qióng	朝沿霸水窮
cháo yān bù qǐ zào	朝煙不起竈
cháo yàn dé ní máng	巢燕得泥忙
cháo yàn fān ní shī	巢燕翻泥溼
cháo yàn fǎn wú guī	巢燕反無歸
cháo yàn fāng péi cè	朝宴方陪廁
cháo yàn gāo fēi jìn	巢燕高飛盡
cháo yǎn jì zūn gōng	朝掩祭遵公
cháo yàn mù jīng mán	朝燕暮荊蠻
cháo yān pēng bái lín	朝煙烹白鱗
cháo yàn shí wéi yǒu	巢燕時為友
cháo yàn wū chuáng xí	巢燕污牀席
cháo yàn yì lái zhǐ	巢燕亦來止
cháo yàn yǒng wú shì	朝燕詠無事
cháo yáng bàn dàng yàng	朝陽半蕩漾
cháo yáng chū dì tái	朝陽出帝臺
cháo yáng dié làng dōng	朝陽疊浪東
cháo yáng fèng ān zài	朝陽鳳安在
cháo yáng fù zhào lín	朝陽復照臨
cháo yáng lì dì chéng	朝陽麗帝城
cháo yáng lì qiū shuǐ	朝陽麗秋水
cháo yáng pì dì hūn	朝陽闢帝閽
cháo yáng rù běi lín	朝陽入北林
cháo yáng wū niǎo lè	朝陽烏鳥樂
cháo yáng yǒu míng fèng	朝陽有鳴鳳
cháo yáng zhào pù shuǐ	朝陽照瀑水
cháo yáng zhào yǔ yí	朝陽照羽儀
cháo yáng zhèn yǔ yí	朝陽振羽儀
chāo yáo bǐ hè xìng	超遙比鶴性
chāo yáo chū yún zhēng	超遙出雲徵
chāo yáo jiān yún yǔ	超搖間雲雨
chāo yáo jìn yǎn è	超遙盡巘崿
chāo yáo lái xī dōu	超遙來西都
chāo yáo péng lái fēng	超遙蓬萊峯
chāo yáo sòng yì xiǎng	超遙送逸響
chāo yáo wàng píng chuān	超遙望平川
chāo yáo wàng yún yǔ	超遙望雲雨
chāo yáo wén fēng yǔ	超遙聞風雨
chāo yáo xià gù xū	超遙下故墟
chāo yáo yān jià fēn	超遙煙駕分
cháo yè cháng cōng cōng	朝謁常匆匆
cháo yè duō xuān qí	朝謁多軒騎
cháo yě fāng xiū míng	朝野方休明
cháo yě fēn lún xù	朝野分倫序
cháo yě guāng chén jué	朝野光塵絕
cháo yě huān hū tóng	朝野歡呼同
cháo yě huān yú hòu	朝野歡娛後
cháo yě liǎng jiàn tuī	朝野兩薦推
cháo yě píng rén bié	朝野憑人別
cháo yě qìng nián fēng	朝野慶年豐
cháo yě sè kū gǎo	朝野色枯槁
cháo yě shǎo xiá rì	朝野少暇日
cháo yě shèng wén wù	朝野盛文物
cháo yě shú yún shū	朝野孰雲殊
cháo yě tàn guāng huī	朝野嘆光輝
cháo yě tóng chēng tàn	朝野同稱嘆
cháo yě wàng tán guān	朝野望彈冠
cháo yè yì yún zú	朝夜翳雲族
cháo yī báo qiě jiàn	朝衣薄且健
cháo yī biàn sè chù	朝衣辨色處
cháo yì cháng kǔ jī	朝亦常苦飢
cháo yí chū guó mén	朝儀出國門
cháo yī diǎn bēi jiǔ	朝衣典杯酒
cháo yì dú zuì gē	朝亦獨醉歌
cháo yì guǎn yí wú	朝議管夷吾
cháo yī hū guà shēn	朝衣忽掛身
cháo yí jiǎ yǐ kē	朝遺甲乙科
cháo yī jiǎn shī sēng	朝衣減施僧
cháo yì jiē fā luò	朝亦嗟發落
cháo yí jiù diǎn xíng	朝儀舊典行
cháo yí nǐ dú qīn	巢夷擬獨親
cháo yī pán ài shòu	朝衣蟠艾綬
cháo yí rù jiù zhāng	朝儀入舊章
cháo yì shì bù shū	朝亦視簿書
cháo yī sòng guó mén	朝衣送國門
cháo yì suí qún dòng	朝亦隨羣動
cháo yī wěn chèn shēn	朝衣穩稱身
cháo yí xiàn xiāo hàn	朝儀限霄漢
cháo yì xiàng rú tái	朝憶相如臺
cháo yì yǒu suǒ sī	朝亦有所思
cháo yī yǔ fú qīn	朝衣羽服親
cháo yǐn cāng wú quán	朝飲蒼梧泉
cháo yǐn cūn shè jiǔ	朝飲村社酒
cháo yīn gǎi xuān qì	朝陰改軒砌
cháo yǐn huā shàng lù	朝飲花上露
cháo yǐn wáng mǔ chí	朝飲王母池
cháo yín xiè gōng shī	朝吟謝公詩
cháo yín yē lín lǐ	朝吟噎鄰里
cháo yǐn yì bēi jiǔ	朝飲一杯酒
cháo yīn zhé yáng liǔ	朝因折楊柳
cháo yín zhī kè zhěn	朝吟支客枕
cháo yīng jiǎ xīng tóng	朝英假興同
cháo yíng mù jì suàn	朝營暮計算
cháo yīng wù wài qiú	朝英物外求
cháo yǒng yóu xiān shī	朝詠遊仙詩
cháo yōng zuò zhì mù	朝擁坐至暮
cháo yóu běi chéng dōng	朝遊北城東
cháo yóu běi qiáo shàng	朝遊北橋上
cháo yóu bú jiàn yáo	巢由不見堯
cháo yóu dòng tíng shàng	朝游洞庭上
cháo yóu fǎng míng shān	朝遊訪名山
cháo yóu fèng niǎn guī	朝遊鳳輦歸
cháo yóu fù yè yóu	朝遊復夜遊
cháo yóu gōng qīng fǔ	朝遊公卿府
cháo yóu hán líng guǒ	朝遊含靈果
cháo yóu huò féng wǒ	巢由或逢我
cháo yóu jí xié jǐng	朝遊極斜景
cháo yóu jiāng àn bàng	朝遊江岸傍
cháo yóu jiǔ chéng mò	朝遊九城陌
cháo yóu jùn zhě xiū	朝遊儁者羞
cháo yóu lián shuǐ bàng	朝遊漣水傍
cháo yóu mào líng dào	朝遊茂陵道
cháo yóu míng guāng gōng	朝遊明光宮
cháo yǒu qǔ rú gōu	朝有曲如鉤
cháo yóu shàng tóng zhuó	朝遊尚同啄
cháo yóu tiān yuàn wài	朝遊天苑外
cháo yóu wǎng bù fǎn	巢由往不返
cháo yōu wò zhì mù	朝憂臥至暮
cháo yóu xī bì shì	巢由昔避世
cháo yóu yī shuǐ méi	朝遊伊水湄
cháo yóu yún hàn shěng	朝遊雲漢省
cháo yóu yún xiāo jiān	朝遊雲霄間
cháo yǔ fǔ lì bié	朝與府吏別
cháo yǔ jiā rén qī	朝與佳人期
cháo yǔ míng shān qī	朝與名山期
cháo yǔ qíng rén qī	朝與情人期
cháo yǔ shī rén shǎng	朝與詩人賞
cháo yǔ yù dú wǎng	朝予欲獨往
cháo yǔ zhōu rén cí	朝與周人辭
cháo yuán pǔ shù xíng	朝緣浦樹行
cháo zài kūn shān shù	巢在昆山樹
cháo zǎi lùn sī xiá	朝宰論思暇
cháo zài sān zhū shù	巢在三珠樹
cháo zǎo dú lái kàn	朝早獨來看
cháo zé bào bìng zǒu	朝則抱病走
cháo zēng yīng bǎi zhuàn	朝憎鶯百囀
cháo zhān kǒng běi hǎi	朝瞻孔北海
cháo zhān shòu yuè qù	朝瞻授鉞去
cháo zhāng bān mǎ shǒu	晁張班馬首
cháo zhāng qióng rán lái	晁張跫然來
cháo zhāng xiàn wǔ xīn	朝章獻舞新
cháo zhāng zuò jiàn shū	晁張作薦書
cháo zhēn qū guǎng tíng	朝真趨廣庭
cháo zhèng jì jǐng xiān	朝正霽景鮮
cháo zhēng qū yuán cǎo	朝爭屈原草
cháo zhī pú táo líng	朝織蒲桃綾
cháo zhì shān xià fēng	朝櫛杉下風
cháo zhī sī gù lín	巢枝思故林
cháo zhuàn kuì dú pán	朝饌饋獨盤
cháo zī bàn rǎn shuāng	朝髭半染霜
cháo zǐ dàn ài wǒ	晁子但愛我
cháo zǐ fā dǎng yán	晁子發讜言
cháo zǐ hàn gōng sūn	晁子漢公孫
