shū luǎn guǎn ái	輸卵管癌
tún wèi qiān yǐn shù	臀位牽引術
tún xià lín bā jié	臀下淋巴結
tún xià pí shén jīng	臀下皮神經
tún zhōng pí shén jīng	臀中皮神經
tuō fà xìng cuó chuāng	脫髮性痤瘡
tuō shuǐ dī nà zhèng	脫水低鈉症
tuō tào shì shǒu shù	脫套式手術
wāi bí jiǎo zhèng shù	歪鼻矯正術
wài bí qiē chú shù	外鼻切除術
wài cè kāi kuàng shù	外側開眶術
wài cè zhí jìng mài	外側直靜脈
wài ěr dào jiē zhǒng	外耳道癤腫
wài ěr dào shī zhěn	外耳道濕疹
wài gǎn liáng zào zhèng	外感涼燥證
wài gǎn zhòng fēng zhèng	外感中風症
wài hán lǐ yǐn zhèng	外寒裏飲證
wài hán nèi rè zhèng	外寒內熱證
wài hú fù shén jīng	外壺腹神經
wài qiàn zhí pí shù	外嵌植皮術
wài shāng mù luò zhèng	外傷目絡證
wài shāng sǔn luò zhèng	外傷損絡證
wài tōng dào shǒu shù	外通道手術
wài xié fàn wèi zhèng	外邪犯胃證
wài xié qīn rù zhèng	外邪侵入證
wài xīng rén shǒu zhèng	外星人手症
wài yīn chéng xíng shù	外陰成形術
wài yīn dī chóng bìng	外陰滴蟲病
wài yīn gān kū zhèng	外陰乾枯症
wài yīn gān zhòu zhèng	外陰幹皺症
wài yīn huó jiǎn shù	外陰活檢術
wài yīn jiǎo huà zhèng	外陰角化症
wài yīn máo náng yán	外陰毛囊炎
wài yīn qiē chú shù	外陰切除術
wài yīn sào yǎng zhèng	外陰瘙癢症
wài yīn sāo yǎng zhèng	外陰搔癢症
wài yīn xiàng pí bìng	外陰象皮病
wài yīn xuè guǎn liú	外陰血管瘤
wài yīn yīn dào yán	外陰陰道炎
wài yīn yuán wèi ái	外陰原位癌
wài yīn zhěng xíng shù	外陰整形術
wài zì chéng xíng shù	外眥成形術
wān dāo zōng hé zhēng	彎刀綜合徵
wàn fēng wō zhī yán	腕蜂窩織炎
wàn guǎn sōng jiě shù	腕管松解術
wàn guǎn zōng hé zhēng	腕管綜合徵
wàn lì sān dà zhēng	萬曆三大徵
wán lín bú tòng zhèng	頑淋不痛症
wàn ráo piān jī xíng	腕橈偏畸形
wán shī jù jié bìng	頑濕聚結病
wàng dài jià shǐ zhèng	忘帶駕駛證
wǎng lù shàng yǐn zhèng	網路上癮症
wǎng mó yí zhí shù	網膜移植術
wáng quán de xiàng zhēng	王權的象徵
wèi ái gēn zhì shù	胃癌根治術
wèi bàn qiē chú shù	胃半切除術
wēi bāo zǐ chóng bìng	微孢子蟲病
wèi bì xuè guǎn liú	胃壁血管瘤
wēi bō zhì liáo shù	微波治療術
wéi bó zōng hé zhēng	韋伯綜合徵
wēi cè gāo wēn shù	微測高溫術
wèi cháng dào jī xíng	胃腸道畸形
wèi cháng dào yán zhèng	胃腸道炎症
wèi cháng jī rè zhèng	胃腸積熱證
wéi dá ěr shì bìng	維達耳氏病
wèi dài páng guāng shù	胃代膀胱術
wèi dǐ héng duàn shù	胃底橫斷術
wèi dǐ qiē chú shù	胃底切除術
wèi dǐ zhé dié shù	胃底摺疊術
wèi dòu qiē chú shù	胃竇切除術
wèi è xìng zhǒng liú	胃惡性腫瘤
wéi ěr mǔ sī liú	維爾姆斯瘤
wēi ěr sēn shì zhèng	威爾森氏症
wèi fǔ bù hé zhèng	胃腑不和證
wéi fú zōng hé zhēng	韋弗綜合徵
wèi huǒ chì shèng zhèng	胃火熾盛證
wèi huǒ shàng nì zhèng	胃火上逆證
wèi jìng jiǎn chá shù	胃鏡檢查術
wèi jù nián mó zhèng	胃巨黏膜症
wèi jù zhòu bì zhèng	胃巨皺襞症
wēi lì zhí pí shù	微粒植皮術
wēi lì zōng hé zhēng	威利綜合徵
wèi liáng xìng zhǒng liú	胃良性腫瘤
wèi lín bā ròu liú	胃淋巴肉瘤
wèi nián mó fā yán	胃黏膜發炎
wèi páng lù shǒu shù	胃旁路手術
wèi qì bù hé zhèng	胃氣不和證
wèi qì shàng nì zhèng	胃氣上逆證
wèi qì shī hé zhèng	胃氣失和證
wèi qì tóng bìng zhèng	衛氣同病證
wèi qì xū bài zhèng	胃氣虛敗證
wèi qǔ yì wù shù	胃取異物術
wèi quán qiē chú shù	胃全切除術
wèi rào dào shǒu shù	胃繞道手術
wèi rè chì shèng zhèng	胃熱熾盛證
wèi rè jīn kuī zhèng	胃熱津虧證
wèi rè xūn zhēng zhèng	胃熱薰蒸證
wèi rè yīn xū zhèng	胃熱陰虛證
wèi rè yōng shèng zhèng	胃熱壅盛證
wèi rè zhì pí zhèng	胃熱滯脾證
wèi rè zhuó yīn zhèng	胃熱灼陰證
wèi shí qǔ chū shù	胃石取出術
wěi suō xìng shé yán	萎縮性舌炎
wèi tīng shén jīng yán	位聽神經炎
wèi xīn zōng hé zhēng	胃心綜合徵
wèi xuè guǎn jī xíng	胃血管畸形
wèi yàn wěn hé shù	胃咽吻合術
wèi yán xìng jiǎ liú	胃炎性假瘤
wèi yīn bù zú zhèng	胃陰不足證
wèi yīn kuī xū zhèng	胃陰虧虛證
wèi yíng tóng bìng zhèng	衛營同病證
wèi yòu lín bā jié	胃右淋巴結
wěi yòu xìng pí yán	尾蚴性皮炎
wèi zào jīn shāng zhèng	胃燥津傷證
wèi zào xuè xū zhèng	胃燥血虛證
wèi zhōng hán lěng zhèng	胃中寒冷證
wèi zhōng jī rè zhèng	胃中積熱證
wèi zhōng yùn rè zhèng	胃中蘊熱證
wèi zuǒ dòng jìng mài	胃左動靜脈
wèi zuǒ lín bā jié	胃左淋巴結
wēn dú xí biǎo zhèng	溫毒襲表證
wēn dú xià zhù zhèng	瘟毒下注證
wēn dú zài biǎo zhèng	溫毒在表證
wén huà de xiàng zhēng	文化的象徵
wén méi chuán rǎn bìng	蚊媒傳染病
wén míng de xiàng zhēng	文明的象徵
wēn rè jìn yín zhèng	溫熱浸淫證
wén shì měi róng shù	紋飾美容術
wēn xié nèi xiàn zhèng	溫邪內陷證
wò kè zōng hé zhēng	沃克綜合徵
wō shuǐ guǎn jìng mài	蝸水管靜脈
wǔ bàn chéng xíng shù	五瓣成形術
wǔ chí wǔ ruǎn bìng	五遲五軟病
wú jūn xìng yán zhèng	無菌性炎症
wú shén jīng jié zhèng	無神經節症
wú shí lěng lèi bìng	無時冷淚病
wù sǔn zhēn jīng bìng	物損真睛病
wú xìng xì bāo liú	無性細胞瘤
xì bāo guāng dù shù	細胞光度術
xì bāo jì liàng shù	細胞計量術
xì bāo jiǎn shǎo zhèng	細胞減少症
xì bāo nèi shuǐ zhǒng	細胞內水腫
xì bāo wài shuǐ zhǒng	細胞外水腫
xī ēn zōng hé zhēng	希恩綜合徵
xī fēng wō zhī yán	膝蜂窩織炎
xī gǔ guān jié yán	膝骨關節炎
xī guān jié jī xíng	膝關節畸形
xī guān jié jī yè	膝關節積液
xī guān jié xuè zhǒng	膝關節血腫
xī guān jié yán bìng	膝關節炎病
xī guān jìng jiǎn chá	膝關鏡檢查
xī péi ěr shì bìng	希培耳氏病
xī qū qū jī xíng	膝屈曲畸形
xī rèn dài náng zhǒng	膝韌帶囊腫
xī zhī jiǎn féi shù	吸脂減肥術
xì zhī qì guǎn yán	細支氣管炎
xià bān chén mò zhèng	下班沉默症
xià chū xīn zàng bìng	嚇出心臟病
xià hé hòu jìng mài	下頜後靜脈
xià hé hòu tuì shù	下頜後退術
xià hé qián xǐ shù	下頜前徙術
xià jiǎ zhuàng páng xiàn	下甲狀旁腺
xià jiǎn jǐn suō shù	下瞼緊縮術
xià jiāo huá tuō zhèng	下焦滑脫證
xià jiāo rè shèng zhèng	下焦熱盛證
xià jiāo shī rè zhèng	下焦濕熱證
xià jiāo xū lěng zhèng	下焦虛冷證
xià jiāo xù xuè zhèng	下焦蓄血證
xià jiāo yū zhì zhèng	下焦瘀滯證
xià qiāng jìng mài kǒu	下腔靜脈口
xià rì fèi làn chuāng	夏日沸爛瘡
xià wěn hé jìng mài	下吻合靜脈
xià yá cáo shén jīng	下牙槽神經
xià yàn chóng jiàn shù	下嚥重建術
xià yuán xū hán zhèng	下元虛寒證
xià zhī jié duàn shù	下肢截斷術
xiàn bìng xìng cuó chuāng	腺病性痤瘡
xián guǎn chéng xíng shù	涎管成形術
xián guǎn yí zhí shù	涎管移植術
xiàn jú jiǎo huà zhèng	限局角化症
xiàn lì tǐ jī bìng	線粒體肌病
xiàn nèi lín bā jié	腺內淋巴結
xiàn pào xì bāo ái	腺泡細胞癌
xiàn pào xì bāo liú	腺泡細胞瘤
xián sè xì bāo ái	嫌色細胞癌
xián shí qiē chú shù	涎石切除術
xián shí zhāi chú shù	涎石摘除術
xiān tiān bù zú zhèng	先天不足證
xiān tiān xìng fēng zhěn	先天性風疹
xiān tiān xìng jí bìng	先天性疾病
xiān tiān xìng jī bìng	先天性肌病
xiān tiān xìng jī xíng	先天性畸形
xiān tiān xìng jiǎ bìng	先天性甲病
xiān tiān yí dú zhèng	先天遺毒證
xiǎn wēi diàn yǐng shù	顯微電影術
xiān wéi jī tòng zhèng	纖維肌痛症
xiān wéi máo náng liú	纖維毛囊瘤
xiǎn wēi shè yǐng shù	顯微攝影術
xiǎn wēi wài kē shù	顯微外科術
xiān wéi xìng gǔ yán	纖維性骨炎
xiān wéi xìng jī yán	纖維性肌炎
xián xiàn dǎo guǎn ái	涎腺導管癌
xián xiàn qiē chú shù	涎腺切除術
xián xiàn zào yǐng shù	涎腺造影術
xián xiàn zhǒng dà zhèng	涎腺腫大症
xiàn xìng páng guāng yán	腺性膀胱炎
xiàn xìng shèn yú yán	腺性腎盂炎
xiǎn xìng yí chuán bìng	顯性遺傳病
xiàn yàng náng xìng ái	腺樣囊性癌
xiàn zhì xìng pí bìng	限制性皮病
xiàn zhuàng jìng jiǎn chá	線狀鏡檢查
xiàn zhuàng yìng pí bìng	線狀硬皮病
xiàn zhuàng zhāi chú shù	線狀摘除術
xiāng dì ér shuāi zhēng	相地而衰徵
xiāng huǒ chì shèng zhèng	相火熾盛證
xiāng huǒ shàng yán zhèng	相火上炎證
xiǎng lè shì yìng zhèng	享樂適應症
xiǎo bāo zǐ jūn bìng	小孢子菌病
xiǎo cháng huó jiǎn shù	小腸活檢術
xiǎo cháng jìng jiǎn chá	小腸鏡檢查
xiǎo cháng pái liè shù	小腸排列術
xiǎo cháng wài zhì shù	小腸外置術
xiǎo cháng yí zhí shù	小腸移植術
xiǎo ér fù tòng bìng	小兒腹痛病
xiǎo hàn xiàn náng liú	小汗腺囊瘤
xiǎo hàn xiàn xiàn liú	小汗腺腺瘤
xiāo huà dào jī xíng	消化道畸形
xiāo huà dào zǎo ái	消化道早癌
xiǎo jí máo yōng bìng	小棘毛壅病
xiǎo kǒu kāi dà shù	小口開大術
xiǎo liáng qiē chú shù	小梁切除術
xiǎo liáng qiē kāi shù	小梁切開術
xiǎo liáng xìng xiàn ái	小梁性腺癌
xiǎo liáng xìng xiàn liú	小梁性腺瘤
xiǎo liǔ zōng hé zhēng	小柳綜合徵
xiǎo nǎo shàng jìng mài	小腦上靜脈
xiǎo nǎo xià jìng mài	小腦下靜脈
xiǎo nǎo zōng hé zhēng	小腦綜合徵
xiǎo nǎo zōng hé zhèng	小腦綜合症
xiǎo pàng wēi lì zhèng	小胖威利症
xiǎo pào xìng kǒu yán	小泡性口炎
xiǎo tuǐ jiǎn zhāng shù	小腿減張術
xiǎo tuǐ jié duàn shù	小腿截斷術
xiǎo tuǐ zài zhí shù	小腿再植術
xiǎo yán bù shén jīng	小岩部神經
xiào yè chéng xíng shù	笑靨成形術
xiǎo yè jiān jìng mài	小葉間靜脈
xiǎo yè xìng fèi yán	小葉性肺炎
xiǎo zhǐ zài zhí shù	小指再植術
xié cuàn gān jīng zhèng	邪竄肝經證
xié cuàn jīng luò zhèng	邪竄經絡證
xié dú jiǔ liú zhèng	邪毒久留證
xié dú nèi rǎo zhèng	邪毒內擾證
xié dú nèi xiàn zhèng	邪毒內陷證
xié dú rù yíng zhèng	邪毒入營證
xié dú yōng sè zhèng	邪毒壅塞證
xié dú zài biǎo zhèng	邪毒在表證
xié è wèi qì zhèng	邪遏衛氣證
xié fàn fèi wèi zhèng	邪犯肺胃證
xié fàn gān pí zhèng	邪犯肝脾證
xié fàn jué yīn zhèng	邪犯厥陰證
xié fàn xīn gān zhèng	邪犯心肝證
xié fàn xiōng fèi zhèng	邪犯胸肺證
xié fàn zàng fǔ zhèng	邪犯臟腑證
xié fú mó yuán zhèng	邪伏膜原證
xié jié cháng fǔ zhèng	邪結腸腑證
xié jǐng jiǎo zhèng shù	斜頸矯正術
xié liàn yīn shāng zhèng	邪戀陰傷證
xié liú yīn fēn zhèng	邪留陰分證
xié liú yíng fēn zhèng	邪留營分證
xié qì zǔ bì zhèng	邪氣阻閉證
xié qīn fèi wèi zhèng	邪侵肺衛證
xié rè chì shèng zhèng	邪熱熾盛證
xié rè chuán lǐ zhèng	邪熱傳裏證
xié rè liú liàn zhèng	邪熱留戀證
xié rè nèi bì zhèng	邪熱內閉證
xié rè nèi rǎo zhèng	邪熱內擾證
xié rè nèi xiàn zhèng	邪熱內陷證
xié rè wèi qīng zhèng	邪熱未清證
xié rè xià lì zhèng	邪熱下利證
xié rè yōng jié zhèng	邪熱壅結證
xié rè yù zhēng zhèng	邪熱鬱蒸證
xié rù fèi wèi zhèng	邪入肺衛證
xié rù qì fēn zhèng	邪入氣分證
xié rù qì yíng zhèng	邪入氣營證
xié rù shǎo yáng zhèng	邪入少陽證
xié rù wèi qì zhèng	邪入衛氣證
xié rù xuè fēn zhèng	邪入血分證
xié rù yíng fēn zhèng	邪入營分證
xié rù yíng xuè zhèng	邪入營血證
xié shì jiǎo zhèng shù	斜視矯正術
xié shì jiū zhèng shù	斜視糾正術
xiē sī dǐ lǐ bìng	歇斯底里病
xiē sī dǐ lǐ zhèng	歇斯底里症
xié xí fèi wèi zhèng	邪襲肺衛證
xié xiàn xīn bāo zhèng	邪陷心包證
xié xiàn xīn gān zhèng	邪陷心肝證
xié xiàn zhèng tuō zhèng	邪陷正脫證
xié xíng jié gǔ shù	斜行截骨術
xié yōng jīng luò zhèng	邪壅經絡證
xié yù fèi wèi zhèng	邪鬱肺衛證
xié yù fèi wèi zhèng	邪鬱肺胃證
xié yù huà huǒ zhèng	邪鬱化火證
xié yù huà rè zhèng	邪鬱化熱證
xié yù shǎo yáng zhèng	邪鬱少陽證
xié yù wèi qì zhèng	邪鬱衛氣證
xié zài fèi wèi zhèng	邪在肺衛證
xié zài qì tā zhèng	邪在氣他證
xié zài qì yíng zhèng	邪在氣營證
xié zài shǎo yáng zhèng	邪在少陽證
xié zài wèi qì zhèng	邪在衛氣證
xié zài xuè fēn zhèng	邪在血分證
xié zài yíng fēn zhèng	邪在營分證
xié zài yíng xuè zhèng	邪在營血證
xiè zhí qiāng jī xíng	泄殖腔畸形
xié zhù jīng luò zhèng	邪注經絡證
xié zǔ mó yuán zhèng	邪阻膜原證
xīn bāo bāo tuō shù	心包剝脫術
xīn bāo chuān cì shù	心包穿刺術
xīn bāo féng hé shù	心包縫合術
xīn bāo gé jìng mài	心包膈靜脈
xīn bāo huó jiǎn shù	心包活檢術
xīn bāo kāi chuāng shù	心包開窗術
xīn bāo qiē chú shù	心包切除術
xīn bāo sōng jiě shù	心包松解術
xīn bāo tàn chá shù	心包探查術
xīn bāo yǐn liú shù	心包引流術
xīn bāo zào kǒu shù	心包造口術
xīn bāo zhān lián shù	心包粘連術
xīn bāo zhǐ xuè shù	心包止血術
xīn dǎn bù níng zhèng	心膽不寧證
xīn dǎn qì xū zhèng	心膽氣虛證
xīn fáng diào zhuǎn shù	心房調轉術
xīn fáng fēn liú shù	心房分流術
xīn fáng nián yè liú	心房黏液瘤
xīn fáng zhé dié shù	心房摺疊術
xīn fáng zhuàn wèi shù	心房轉位術
xīn fèi fù sū shù	心肺復甦術
xīn fèi yí zhí shù	心肺移植術
xīn fèi yù rè zhèng	心肺鬱熱證
xīn fèi zhuǎn liú shù	心肺轉流術
xīn gān rè chì zhèng	心肝熱熾證
xīn huǒ chì shèng zhèng	心火熾盛證
xīn huǒ kàng shèng zhèng	心火亢盛證
xīn huǒ piān kàng zhèng	心火偏亢證
xīn huǒ shàng yán zhèng	心火上炎證
xīn jī féi dà zhèng	心肌肥大症
xīn jīng huǒ rè zhèng	心經火熱證
xīn jīng huǒ shèng zhèng	心經火盛證
xīn jīng jī rè zhèng	心經積熱證
xīn jīng shí huǒ zhèng	心經實火證
xīn jīng xū huǒ zhèng	心經虛火證
xīn lǐ cāo zòng shù	心理操縱術
xīn mài bì zǔ zhèng	心脈痹阻證
xìn mén chuān cì shù	囟門穿刺術
xīn nǎo xuè guǎn lèi	心腦血管類
xīn pí fēng rè zhèng	心脾風熱證
xīn pí huǒ chì zhèng	心脾火熾證
xīn pí huǒ yù zhèng	心脾火鬱證
xīn pí jī rè zhèng	心脾積熱證
xīn pí kuī xū zhèng	心脾虧虛證
xīn pí liǎng xū zhèng	心脾兩虛證
xīn pí qi xū zhèng	心脾氣虛證
xīn pí shī rè zhèng	心脾濕熱證
xīn pí shòu sǔn zhèng	心脾受損證
xīn pí xuè xū zhèng	心脾血虛證
xīn pí yù rè zhèng	心脾鬱熱證
xīn qì bù zú zhèng	心氣不足證
xīn qì kuī xū zhèng	心氣虧虛證
xīn shèn bù jiāo zhèng	心腎不交證
xīn shén bù níng zhèng	心神不寧證
xīn shén huò luàn zhèng	心神惑亂證
xīn shèn kuī xū zhèng	心腎虧虛證
xīn shèn qì xū zhèng	心腎氣虛證
xīn shèn yáng xū zhèng	心腎陽虛證
xīn shèn yīn xū zhèng	心腎陰虛證
xīn shèn zōng hé zhēng	心腎綜合徵
xīn shēng ér jī xíng	新生兒畸形
xīn shēng ér jiē zhǒng	新生兒癤腫
xīn shēng ér qí yán	新生兒臍炎
xīn shēng ér shī zhěn	新生兒濕疹
xīn shēng ér shuǐ zhǒng	新生兒水腫
xīn shēng ér tún yán	新生兒臀炎
xīn shēng ér yǎn yán	新生兒眼炎
xīn shì féng hé shù	心室縫合術
xīn shì jiǎn yā shù	心室減壓術
xīn shì zào yǐng shù	心室造影術
xīn shǒu zōng hé zhēng	心手綜合徵
xīn wài guǎn dào shù	心外管道術
xīn wèi huǒ shèng zhèng	心胃火盛證
xīn xíng chuán rǎn bìng	新型傳染病
xīn xīng chuán rǎn bìng	新興傳染病
xīn xū dǎn qiè zhèng	心虛膽怯證
xīn xū xuè shǎo zhèng	心虛血少證
xīn xuè bù zú zhèng	心血不足證
xīn xuè guǎn jī xíng	心血管畸形
xīn xuè kuī xū zhèng	心血虧虛證
xīn xuè yū zǔ zhèng	心血瘀阻證
xīn yáng bào tuō zhèng	心陽暴脫證
xīn yáng bú zhèn zhèng	心陽不振證
xīn yáng bù zú zhèng	心陽不足證
xīn yáng kuī xū zhèng	心陽虧虛證
xīn yáng xū shuāi zhèng	心陽虛衰證
xīn yáng yù tuō zhèng	心陽欲脫證
xīn yīn bù zú zhèng	心陰不足證
xīn yīn kuī sǔn zhèng	心陰虧損證
xīn yīn kuī xū zhèng	心陰虧虛證
xīn yíng hào sǔn zhèng	心營耗損證
xīn yíng kuī xū zhèng	心營虧虛證
xīn yuán xìng shuǐ zhǒng	心源性水腫
xīn zàng bàn mó zhèng	心臟瓣膜症
xīn zàng dǎo guǎn shù	心臟導管術
xīn zàng lèi jí bìng	心臟類疾病
xīn zàng yí zhí shù	心臟移植術
xīn zuì xiǎo jìng mài	心最小靜脈
xìng bié bù ān zhèng	性別不安症
xìng bié gǎi biàn shù	性別改變術
xìng bié gǎi zào shù	性別改造術
xìng bié zhuǎn huàn zhèng	性別轉換症
xìng chuán rǎn jí bìng	性傳染疾病
xíng gāo zhī xuè zhèng	型高脂血症
xíng guǎn fàng zhì shù	型管放置術
xíng guǎn zhì rù shù	形管置入術
xìng lián yú lín bìng	性聯魚鱗病
xíng lín bā xì bāo	型淋巴細胞
xìng rǎn sè tǐ bìng	性染色體病
xìng suǒ jiān zhì liú	性索間質瘤
xíng xiāo jìn shì zhèng	行銷近視症
xīng xíng xì bāo liú	星形細胞瘤
xìng yù dī xià zhèng	性慾低下症
xìng zhēng zōng hé zhēng	性徵綜合徵
xīng zhuàng xiǎo jìng mài	星狀小靜脈
xiōng bì cuò gòu liú	胸壁錯構瘤
xiōng bì huó jiǎn shù	胸壁活檢術
xiōng bì pí bàn shù	胸臂皮瓣術
xiōng bì xīn tòng bìng	胸痹心痛病
xiōng bì xiū bǔ shù	胸壁修補術
xiōng bù nèi shāng bìng	胸部內傷病
xiōng bù xiàn jiǎn chá	胸部線檢查
xiōng è xìng zhǒng liú	胸惡性腫瘤
xiōng fù bì jìng mài	胸腹壁靜脈
xiōng gǔ fān zhuǎn shù	胸骨翻轉術
xiōng gǔ jiǎ zhuàng jī	胸骨甲狀肌
xiōng gǔ qiān yǐn shù	胸骨牽引術
xiōng jiān fēng jìng mài	胸肩峰靜脈
xiōng lín bā jié bìng	胸淋巴結病
xiōng luò bù hé zhèng	胸絡不和證
xiōng mó bāo chú shù	胸膜剝除術
xiōng mó bāo tuō shù	胸膜剝脫術
xiōng mó huá hén shù	胸膜劃痕術
xiōng mó huó jiǎn shù	胸膜活檢術
xiōng mó mó cā shù	胸膜摩擦術
xiōng mó qiāng jī yè	胸膜腔積液
xiōng mó xìng zhǒng liú	胸膜性腫瘤
xiōng nèi cè shén jīng	胸內側神經
xiōng qiāng chōu qì shù	胸腔抽氣術
xiōng wài cè jìng mài	胸外側靜脈
xiōng wài cè shén jīng	胸外側神經
xiōng xiàn huó jiǎn shù	胸腺活檢術
xiōng xiàn qiē chú shù	胸腺切除術
xiōng xiàn shī tiáo zhèng	胸腺失調症
xiōng xiàn tàn chá shù	胸腺探查術
xiōng xiàn xiū bǔ shù	胸腺修補術
xiōng xiàn yí zhí shù	胸腺移值術
xiōng xiàn yí zhí shù	胸腺移植術
xiōng zhǔ dòng mài liú	胸主動脈瘤
xiù gōu nǎo mó liú	嗅溝腦膜瘤
xiū kè xíng fèi yán	休克型肺炎
xiū míng pà rè zhèng	羞明怕熱症
xū fēng nèi dòng zhèng	虛風內動證
xū huǒ shàng fú zhèng	虛火上浮證
xū huǒ shàng yán zhèng	虛火上炎證
xū huǒ shuò hóu zhèng	虛火爍喉證
