shū luǎn guǎn ái	输卵管癌
dà pào xìng nóng pào chuāng	大疱性脓疱疮
dà pào xìng xún má zhěn	大疱性荨麻疹
dà pào xìng yú lín bìng	大疱性鱼鳞病
dà wǎng mó bāo gān shù	大网膜包肝术
dà wǎng mó bāo shèn shù	大网膜包肾术
dà wǎng mó huó jiǎn shù	大网膜活检术
dà wǎng mó qiē chú shù	大网膜切除术
dà wǎng mó yí zhí shù	大网膜移植术
dà xì bāo jí pí liú	大细胞棘皮瘤
dà xì bāo lín bā liú	大细胞淋巴瘤
dà yīn chún zhī fáng liú	大阴唇脂肪瘤
dà yǐn jìng mài qǔ zhāng	大隐静脉曲张
dà zhāng pí yí zhí shù	大张皮移植术
dà zì rán bù zú zhèng	大自然不足症
dài cháng xìng fèi qì zhǒng	代偿性肺气肿
dài huān miàn bù zhǒng liú	袋獾面部肿瘤
dài kē èr shì shǒu shù	戴科二氏手术
dài lǐ xìng yáng bìng zhèng	代理性佯病症
dài wéi sēn fēn liú shù	戴维森分流术
dài xiè xìng jǐ suǐ bìng	代谢性脊髓病
dài xiè xìng xīn jī bìng	代谢性心肌病
dài zhuàng pào zhěn bìng dú	带状疱疹病毒
dài zhuàng pào zhěn chá jì	带状疱疹搽剂
dài zhuàng pào zhěn yì miáo	带状疱疹疫苗
dān àn shén jīng dì zhì	单胺神经递质
dàn bái zhì guò mǐn bìng	蛋白质过敏病
dān cè féi dà jī xíng	单侧肥大畸形
dān cè fèi yí zhí shù	单侧肺移植术
dān cè kuān guān jié bìng	单侧髋关节病
dān cè shèn qiē chú shù	单侧肾切除术
dān cè xī guān jié bìng	单侧膝关节病
dǎn cháng nèi yǐn liú shù	胆肠内引流术
dān chún jiǎ zhuàng xiàn zhǒng	单纯甲状腺肿
dān chún pào zhěn bìng dú	单纯疱疹病毒
dān chún xìng shèn biàn bìng	单纯性肾变病
dān chún xìng shèn náng zhǒng	单纯性肾囊肿
dān chún xìng yá zhōu yán	单纯性牙周炎
dān chún xìng yú lín bìng	单纯性鱼鳞病
dān chún xìng zhī náng liú	单纯性脂囊瘤
dǎn dào è xìng zhǒng liú	胆道恶性肿瘤
dǎn dào jiāng piàn chóng bìng	胆道姜片虫病
dǎn dào jìng jiǎn chá shù	胆道镜检查术
dǎn dào jìng qǔ shí shù	胆道镜取石术
dān dí wò kè náng zhǒng	丹迪沃克囊肿
dān fáng xìng gǔ náng zhǒng	单房性骨囊肿
dǎn guǎn ái gēn zhì shù	胆管癌根治术
dǎn guǎn ái qiē chú shù	胆管癌切除术
dǎn guǎn gān xì bāo ái	胆管肝细胞癌
dǎn náng cháng wěn hé shù	胆囊肠吻合术
dǎn náng lòu xiū bǔ shù	胆囊瘘修补术
dǎn náng wèi wěn hé shù	胆囊胃吻合术
dǎn náng yí wěn hé shù	胆囊胰吻合术
dǎn náng zhōu wéi nóng zhǒng	胆囊周围脓肿
dǎn shí xìng yí xiàn yán	胆石性胰腺炎
dān wò èr shì jī xíng	丹沃二氏畸形
dān xīn shì fēn gé shù	单心室分隔术
dān yī xìng gǔ náng zhǒng	单一性骨囊肿
dǎn yuán xìng yí xiàn yán	胆源性胰腺炎
dān zàng qì chāo jiǎn chá	单脏器超检查
dǎn zhī liú qiē chú shù	胆脂瘤切除术
dǎn zhī xìng fù mó yán	胆汁性腹膜炎
dǎn zhī xìng xiōng mó yán	胆汁性胸膜炎
dǎn zǒng guǎn chéng xíng shù	胆总管成形术
dǎn zǒng guǎn jié shí bìng	胆总管结石病
dǎn zǒng guǎn kuò zhāng shù	胆总管扩张术
dǎn zǒng guǎn qiē chú shù	胆总管切除术
dǎn zǒng guǎn qiē kāi shù	胆总管切开术
dǎn zǒng guǎn tàn chá shù	胆总管探查术
dǎn zǒng guǎn zào kǒu shù	胆总管造口术
dāng luò sī zōng hé zhēng	当洛斯综合征
dǎo guǎn rǔ tóu zhuàng liú	导管乳头状瘤
dào lín dé èr shì bìng	道林德二氏病
dǎo shuǐ guǎn kuò zhāng shù	导水管扩张术
dǎo zhì qián liè xiàn yán	导致前列腺炎
dǎo zhì tāi ér jī xíng	导致胎儿畸形
dé hā tè zōng hé zhēng	德哈特综合征
dé lǎng rè zōng hé zhēng	德朗热综合征
dé le qián liè xiàn yán	得了前列腺炎
dé mó èr shì shǒu shù	德摩二氏手术
dé qiáo zhì xù liè zhēng	德乔治序列征
dèng gǔ jiǎo qiē kāi shù	镫骨脚切开术
dī bái dàn bái xuè zhèng	低白蛋白血症
dī chóng xìng niào dào yán	滴虫性尿道炎
dī chóng xìng yīn dào yán	滴虫性阴道炎
dì èr jí shén jīng yuán	第二级神经元
dì fāng xìng kè tīng bìng	地方性克汀病
dì fāng xìng xīn jī bìng	地方性心肌病
dì fāng xìng xīn zàng bìng	地方性心脏病
dī gōng néng zì bì zhèng	低功能自闭症
dǐ gǔ è xìng zhǒng liú	骶骨恶性肿瘤
dǐ gǔ liáng xìng zhǒng liú	骶骨良性肿瘤
dí gǔ liè ěr mò bìng	迪古列尔莫病
dī jiǎ dī měi xuè zhèng	低钾低镁血症
dǐ kàng xìng niào bēng zhèng	抵抗性尿崩症
dī lú yā zōng hé zhēng	低颅压综合征
dì nǎo shén jīng bìng zhèng	第脑神经病症
dǐ qián è xìng zhǒng liú	骶前恶性肿瘤
dǐ qián liáng xìng zhǒng liú	骶前良性肿瘤
dī qiú dàn bái xuè zhèng	低球蛋白血症
dì sān nǎo shì náng zhǒng	第三脑室囊肿
dǐ shén jīng sōng jiě shù	骶神经松解术
dì tú zhuàng jiǎo mó yán	地图状角膜炎
dì tú zhuàng yín xiè bìng	地图状银屑病
dǐ wěi bù jī tāi liú	骶尾部畸胎瘤
dī xīn pái zōng hé zhēng	低心排综合征
dì yīn zǐ quē fá zhèng	第因子缺乏症
dī zhī dàn bái xuè zhèng	低脂蛋白血症
dì zhōng hǎi lín bā liú	地中海淋巴瘤
dī zhuàng fù yín xiè bìng	滴状副银屑病
diǎn dī zhuàng yìng bān bìng	点滴状硬斑病
diàn nǎo xuè táng jiān cè	电脑血糖监测
diàn shēng lǐ jiǎn chá shù	电生理检查术
diān xián xìng jīng shén bìng	癫痫性精神病
diàn yǐng xiàn shè yǐng shù	电影线摄影术
diàn zǐ shùn cí gòng zhèn	电子顺磁共振
diàn zǐ wèi jìng jiǎn chá	电子胃镜检查
diàn zǐ zhī qì guǎn jìng	电子支气管镜
dié ān shàng nǎo mó liú	蝶鞍上脑膜瘤
dié gǔ jǐ nǎo mó liú	蝶骨嵴脑膜瘤
dǐng gǔ liáng xìng zhǒng liú	顶骨良性肿瘤
dǐng mì hàn xiàn xiàn ái	顶泌汗腺腺癌
dīng xíng gān yán bìng dú	丁型肝炎病毒
dīng xíng gān yán kàng tǐ	丁型肝炎抗体
dīng xíng gān yán kàng yuán	丁型肝炎抗原
dīng xíng liú gǎn bìng dú	丁型流感病毒
dōng fāng mǎ xíng nǎo yán	东方马型脑炎
dōng jì xíng yín xiè bìng	冬季型银屑病
dòng jìng mài chuān cì zhēn	动静脉穿刺针
dòng jìng mài fēn liú shù	动静脉分流术
dòng jìng mài liú zhì zhēn	动静脉留置针
dòng jìng mài lòu xiū bǔ	动静脉瘘修补
dòng jìng mài wài lòu shù	动静脉外瘘术
dòng jìng mài wěn hé zhèng	动静脉吻合症
dòng jìng mài wěn hé zhī	动静脉吻合支
dòng jìng mài xuè yǎng chà	动静脉血氧差
dòng jìng mài xuè yǎng hé	动静脉血氧合
dòng jìng mài yí zhí shù	动静脉移植术
dòng jìng mài zào lòu shù	动静脉造瘘术
dòng jìng mài zào yǐng shù	动静脉造影术
dòng mài diào zhuǎn shù shù	动脉调转术术
dòng mài liú chéng xíng shù	动脉瘤成形术
dòng mài liú fèng bì shù	动脉瘤缝闭术
dòng mài liú jiā bì shù	动脉瘤夹闭术
dòng mài liú jié zā shù	动脉瘤结扎术
dòng mài liú qiē chú shù	动脉瘤切除术
dòng mài liú qiē kāi shù	动脉瘤切开术
dòng wù rén yí zhí shù	动物人移植术
dòng yǎn shén jīng fù hé	动眼神经副核
dòng yǎn shén jīng wēi xiàng	动眼神经危象
dòu pào yàng shuǐ pào bìng	痘疱样水疱病
dòu pò liè xiū bǔ shù	窦破裂修补术
dù ā méi ěr shǒu shù	杜阿梅尔手术
dù ān shì zōng hé zhēng	杜安氏综合征
dù ní fǎ sān shì bìng	杜尼法三氏病
dù nuò fán ròu yá zhǒng	杜诺凡肉芽肿
dú xìng jiǎ zhuàng xiàn zhǒng	毒性甲状腺肿
duǎn mó ké tāo chóng bìng	短膜壳绦虫病
duǎn zàn xìng guān jié yán	短暂性关节炎
duǎn zàn xìng huá mó yán	短暂性滑膜炎
duì bǐ jì hóu zào yǐng	对比剂喉造影
duì zhǎng jī chéng xíng shù	对掌肌成形术
duō bí dòu qiē kāi shù	多鼻窦切开术
duō dòng tuǐ zōng hé zhēng	多动腿综合征
duō fā xìng gǔ suǐ liú	多发性骨髓瘤
duō fā xìng jiǎng mó yán	多发性桨膜炎
duō fā xìng jié hé bìng	多发性结核病
duō fā xìng máo pán liú	多发性毛盘瘤
duō fā xìng shén jīng liú	多发性神经瘤
duō fā xìng shén jīng yán	多发性神经炎
duō fā xìng yìng huà zhèng	多发性硬化症
duō fā xìng zhī fáng liú	多发性脂肪瘤
duō fā xìng zhī náng liú	多发性脂囊瘤
duō liú bìng dú nǎo yán	多瘤病毒脑炎
duō mó shì shén jīng yuán	多模式神经元
duō pào fèi zōng hé zhēng	多泡肺综合征
duō tóu tāo chóng yòu bìng	多头绦虫蚴病
duō xiàn xìng zōng hé zhēng	多腺性综合征
duō xíng xìng rì guāng zhěn	多形性日光疹
duō xíng xìng ròu yá zhǒng	多形性肉芽肿
duō xíng xìng zhī fáng liú	多形性脂肪瘤
duō yú zhǐ qiē chú shù	多余指切除术
é bí guǎn chóng jiàn shù	额鼻管重建术
é dòu è xìng zhǒng liú	额窦恶性肿瘤
é dòu liáng xìng zhǒng liú	额窦良性肿瘤
é fā yuán méi dú zhěn	额发缘梅毒疹
è fān zhāng jī shén jīng	腭帆张肌神经
é jī bàn xuán diào shù	额肌瓣悬吊术
è kǎ bō xī ròu liú	腭卡波西肉瘤
é niè yè shī zhì zhèng	额颞叶失智症
è sī liè féng hé shù	腭撕裂缝合术
è xiān tiān xìng jī xíng	腭先天性畸形
è xìng bù lún nà liú	恶性布伦纳瘤
è xìng hēi jí pí bìng	恶性黑棘皮病
è xìng hēi sè sù liú	恶性黑色素瘤
è xìng jiǎ zhuàng xiàn liú	恶性甲状腺瘤
è xìng jiāng xì bāo liú	恶性浆细胞瘤
è xìng nǎo jǐ mó liú	恶性脑脊膜瘤
è xìng nǎo jiāo zhì liú	恶性脑胶质瘤
è xìng shén jīng qiào liú	恶性神经鞘瘤
è xìng tè lǐ tóng liú	恶性特里同瘤
è xìng wài ěr dào yán	恶性外耳道炎
è xìng wèi mì sù liú	恶性胃泌素瘤
è xìng xīn nèi mó yán	恶性心内膜炎
è xìng xiōng qiāng jī yè	恶性胸腔积液
è xìng yí dǎo sù liú	恶性胰岛素瘤
è xìng zhǒng liú jī bìng	恶性肿瘤肌病
ěr bí hóu kē jí bìng	耳鼻喉科疾病
ěr bí hóu kē jiǎn chá	耳鼻喉科检查
ěr bí yān hóu jí bìng	耳鼻咽喉疾病
ěr bù dài zhuàng pào zhěn	耳部带状疱疹
ěr bù è xìng zhǒng liú	耳部恶性肿瘤
èr cì pōu gōng chǎn shù	二次剖宫产术
ěr è zhǐ zōng hé zhēng	耳腭指综合征
ěr gēn běn qiē chú shù	耳根本切除术
èr guān jié gù dìng shù	二关节固定术
ěr hé rǔ tū jí bìng	耳和乳突疾病
ěr hé tīng lì jiǎn chá	耳和听力检查
ěr jǐ zhù zōng hé zhēng	耳脊柱综合征
èr jiān bàn chéng xíng shù	二尖瓣成形术
èr jiān bàn huán suō shù	二尖瓣环缩术
èr jiān bàn qiē kāi shù	二尖瓣切开术
èr jiān bàn tì huàn shù	二尖瓣替换术
èr jiān bàn xiū bǔ shù	二尖瓣修补术
èr jiān bàn zhì huàn shù	二尖瓣置换术
ěr kuò jiǎ xìng náng zhǒng	耳廓假性囊肿
ěr kuò ruǎn gǔ mó yán	耳廓软骨膜炎
ěr qián tíng qiē kāi shù	耳前庭切开术
ěr qīng chuàng féng hé shù	耳清创缝合术
èr sāi gōng zōng hé zhēng	二鳃弓综合征
ěr shēng fā shè jiǎn chá	耳声发射检查
èr shí wǔ wèi fèi bìng	二十五味肺病
ér tóng pí shén jīng yán	儿童皮神经炎
ér tóng qī bēng jiě zhèng	儿童期崩解症
èr tóu jī suō duǎn shù	二头肌缩短术
ěr wài fēng wō zhī yán	耳外蜂窝织炎
ěr wài shāng qīng chuàng shù	耳外伤清创术
ěr wō ěr yìng huà zhèng	耳蜗耳硬化症
ěr xī ròu zhāi chú shù	耳息肉摘除术
ěr xiǎn wēi jìng jiǎn chá	耳显微镜检查
ěr yìng huà fēn lí shù	耳硬化分离术
ěr yuán xìng nǎo mó yán	耳源性脑膜炎
ěr yuán xìng nǎo nóng zhǒng	耳源性脑脓肿
fǎ bó bìng zōng hé zhēng	法伯病综合征
fǎ dù ní sān shì bìng	法杜尼三氏病
fǎ lè shì sì lián zhèng	法乐氏四联症
fǎ lǔ shì gēn zhì shù	法鲁氏根治术
fǎ lǔ shì sì lián zhèng	法鲁氏四联症
fǎ luò shì sān lián zhèng	法洛氏三联症
fǎ luò shì sì chóng zhèng	法洛式四重症
fǎ luò shì sì chóng zhèng	法洛氏四重症
fǎ luò shì sì hé zhèng	法洛氏四合症
fǎ luò shì sì lián zhèng	法洛氏四联症
fā yīn niǔ zhì rù shù	发音钮置入术
fā yù xìng shī rèn zhèng	发育性失认症
fā zhěn xìng hēi zi bìng	发疹性黑子病
fā zuò xìng shì shuì bìng	发作性嗜睡病
fǎn diǎn xíng yì yù zhèng	反典型抑郁症
fàn fā xìng hēi zi bìng	泛发性黑子病
fàn fā xìng yín xiè bìng	泛发性银屑病
fàn fā xìng yìng bān bìng	泛发性硬斑病
fǎn jiǎ zhuàng xiàn jī sù	反甲状腺激素
fàn kē ní zōng hé zhēng	范科尼综合征
fàn kě ní zōng hé zhēng	范可尼综合征
fǎn liú xìng dǎn guǎn yán	返流性胆管炎
fǎn liú xìng shí guǎn yán	反流性食管炎
fǎn liú xìng yān hóu yán	反流性咽喉炎
fán shàng fèn sēn kǒu yán	樊尚奋森口炎
fǎn yìng xìng guān jié bìng	反应性关节病
fǎn yìng xìng jiǎo mó yán	反应性角膜炎
fǎn yìng xìng jīng shén bìng	反应性精神病
fǎn yìng xìng nǎo mó yán	反应性脑膜炎
fáng jiān gé qiē chú shù	房间隔切除术
fáng jiān gé xiū bǔ shù	房间隔修补术
fàng shè zì xiǎn yǐng shù	放射自显影术
fáng zhì xīn guān fèi yán	防治新冠肺炎
fēi āo xiàn xìng shuǐ zhǒng	非凹陷性水肿
fèi bāo zǐ jūn fèi yán	肺孢子菌肺炎
fèi bāo zǐ sī jūn bìng	肺孢子丝菌病
fèi bìng hài qiē chú shù	肺病害切除术
fèi bìng sǔn qiē chú shù	肺病损切除术
fèi bù yán xìng jiǎ liú	肺部炎性假瘤
féi cè shén jīng sǔn hài	腓侧神经损害
fèi chén āi chén zhù bìng	肺尘埃沉著病
fèi chén āi chén zhuó bìng	肺尘埃沉着病
fèi chén āi chén zhuó zhèng	肺尘埃沉着症
fèi chuān cì huó jiǎn shù	肺穿刺活检术
fēi chuán rǎn xìng jí bìng	非传染性疾病
fèi cí tú miáo jì shù	肺磁图描记术
fèi cóng shén jīng sǔn shāng	肺丛神经损伤
fèi dà pào fèng zhā shù	肺大泡缝扎术
fèi dà pào gù huà shù	肺大泡固化术
fèi dà pào jié zā shù	肺大泡结扎术
fèi dà pào qiē chú shù	肺大泡切除术
féi dà xìng guān jié yán	肥大性关节炎
féi dà xìng jǐ zhù yán	肥大性脊柱炎
féi dà xìng shén jīng yán	肥大性神经炎
fēi diǎn xíng huáng sè liú	非典型黄色瘤
fēi diǎn xíng rǔ tū yán	非典型乳突炎
fēi dìng yì xìng tè zhēng	非定义性特征
fèi dòng mài dā qiáo shù	肺动脉搭桥术
fèi dòng mài dòng mài liú	肺动脉动脉瘤
fèi dòng mài fēn liú shù	肺动脉分流术
fèi dòng mài huán shù shù	肺动脉环束术
fèi dòng mài huán suō shù	肺动脉环缩术
fèi dòng mài kāi chuāng shù	肺动脉开窗术
fèi dòng mài lián jiē shù	肺动脉连接术
fèi dòng mài shù zhā shù	肺动脉束扎术
fèi dòng mài shuān sè shù	肺动脉栓塞术
fèi dòng mài tàn chá shù	肺动脉探查术
fèi dòng mài zào yǐng shù	肺动脉造影术
fèi duàn zhī qì guǎn zhī	肺段支气管支
fèi è xìng lín bā liú	肺恶性淋巴瘤
fèi ěr dì zōng hé zhēng	费尔蒂综合征
féi gǔ jī nèi zhí shù	腓骨肌内植术
féi gǔ jī wěi suō zhèng	腓骨肌萎缩症
féi hòu xìng xīn jī bìng	肥厚性心肌病
fèi jiǎ xìng lín bā liú	肺假性淋巴瘤
fèi jiāo jiè xìng zhǒng liú	肺交界性肿瘤
fēi jié cháng qì shì yán	非结肠憩室炎
fēi jīng yuán xì bāo liú	非精原细胞瘤
fèi liè shāng xiū bǔ shù	肺裂伤修补术
fèi máo xì xuè guǎn liú	肺毛细血管瘤
fèi mén lín bā jié yán	肺门淋巴结炎
fèi náng chóng xìng fèi yán	肺囊虫性肺炎
fèi náng zhǒng qiē chú shù	肺囊肿切除术
fèi nóng zhǒng bàn fèi yán	肺脓肿伴肺炎
fèi nóng zhǒng yǐn liú shù	肺脓肿引流术
fèi nuò kǎ shì jūn bìng	肺诺卡氏菌病
féi pàng hé táng niào bìng	肥胖和糖尿病
fèi pào wēi jié shí zhèng	肺泡微结石症
fèi pào xìng fèi qì zhǒng	肺泡性肺气肿
fèi pí shèn yáng xū zhèng	肺脾肾阳虚证
fēi pò huài xìng jiǎn chá	非破坏性检查
fèi qì xū bí sāi zhèng	肺气虚鼻塞证
fèi qì yīn liǎng xū zhèng	肺气阴两虚证
fèi qiú bāo zǐ jūn bìng	肺球孢子菌病
fèi róng liàng jiǎn shǎo shù	肺容量减少术
féi shén jīng jiāo tōng zhī	腓神经交通支
féi shēn shén jīng má bì	腓深神经麻痹
fèi shǐ èr shì shǒu shù	费史二氏手术
fēi tè yì xìng ěr bìng	非特异性耳病
fēi tè yì xìng nǎo yán	非特异性脑炎
fēi tè yì xìng xiàn ái	非特异性腺癌
fèi tiě mò chén zhuó bìng	肺铁末沉着病
fèi tiě wèi chén zhuó bìng	肺铁未沉着病
fèi tóng wèi sù jiǎn chá	肺同位素检查
fèi xiān tiān xìng jī xíng	肺先天性畸形
fēi xiǎo xì bāo fèi ái	非小细胞肺癌
fèi xiē xíng qiē chú shù	肺楔形切除术
fèi xiē zhuàng qiē chú shù	肺楔状切除术
fèi xíng tǔ lā jūn bìng	肺型土拉菌病
fèi xíng xuè xī chóng bìng	肺型血吸虫病
fèi xiù shì qiē chú shù	肺袖式切除术
fèi xuè guǎn zǔ sè zhèng	肺血管阻塞症
fèi xuè shuān shuān sè zhèng	肺血栓栓塞症
fèi yán nuò kǎ jūn bìng	肺炎诺卡菌病
fèi yuán xìng xīn zàng bìng	肺原性心脏病
fèi yuán xìng xīn zàng bìng	肺源性心脏病
fèi zhōng yè zōng hé zhēng	肺中叶综合征
fèi zhuǎn yí xìng zhǒng liú	肺转移性肿瘤
féi zǒng shén jīng má bì	腓总神经麻痹
féi zǒng shén jīng sǔn hài	腓总神经损害
féi zǒng shén jīng sǔn shāng	腓总神经损伤
fèi zǔ zhī huó jiǎn shù	肺组织活检术
fèn biàn yǐn xuè jiǎn chá	粪便隐血检查
fěn cì xìng rǔ yōng bìng	粉刺性乳痈病
fěn cì zhuàng rǔ xiàn yán	粉刺状乳腺炎
fēn lí xìng shén yóu zhèng	分离性神游症
fēn mì xìng zhōng ěr yán	分泌性中耳炎
fēn miǎn hòu guā gōng shù	分娩后刮宫术
fēn tè ròu yá yàng liú	芬特肉芽样瘤
fèn zi shén jīng kē xué	份子神经科学
fēn zǐ shù cí gòng zhèn	分子束磁共振
fēng bān èr shì shǒu shù	丰班二氏手术
fèng fèng nì gòu měi bìng	俸俸伲购美病
fēng qiáng zé wéi yǐn zhěn	风强则为隐疹
fēng shī xìng dòng mài yán	风湿性动脉炎
fēng shī xìng duō jī tòng	风湿性多肌痛
fēng shī xìng guān jié yán	风湿性关节炎
fēng shī xìng jī tòng zhèng	风湿性肌痛症
fēng shī xìng jǐ zhù yán	风湿性脊柱炎
fēng shī xìng quán xīn yán	风湿性全心炎
fēng shī xìng wǔ dǎo bìng	风湿性舞蹈病
fēng shī xìng wǔ dǎo zhèng	风湿性舞蹈症
fēng shī xìng xīn bāo yán	风湿性心包炎
fēng shī xìng xīn zàng bìng	风湿性心脏病
