ā yóu qiān	锕铀铅
lǜ mì dìng	氯嘧啶
lǜ mǐ fēn	氯米芬
lǜ nài fēn	氯萘酚
lǜ nài gān	氯萘酐
lǜ pài dìng	氯哌啶
lǜ piào lìng	氯嘌呤
lǜ qì dàn	氯气弹
lǜ qiān kuàng	氯铅矿
lǜ qiān suān	氯铅酸
lǜ qīng kūn	氯氢醌
lǜ quán táng	氯醛糖
lǜ rǎn suān	氯冉酸
lǜ rén wán	氯壬烷
lǜ sāi qín	氯噻嗪
lǜ sāi tóng	氯噻酮
lǜ sè àn	氯色胺
lǜ shā tǎn	氯沙坦
lǜ shǎn shí	氯闪石
lǜ shǔ tóng	氯鼠酮
lǜ suān ǎn	氯酸铵
lǜ suān bèi	氯酸钡
lǜ suān bì	氯酸铋
lǜ suān ěr	氯酸铒
lǜ suān gài	氯酸钙
lǜ suān gè	氯酸铬
lǜ suān gé	氯酸镉
lǜ suān gēn	氯酸根
lǜ suān gǒng	氯酸汞
lǜ suān gǔ	氯酸钴
lǜ suān jiǎ	氯酸钾
lǜ suān jiā	氯酸镓
lǜ suān lán	氯酸镧
lǜ suān léi	氯酸镭
lǜ suān lǐ	氯酸锂
lǜ suān lǚ	氯酸铝
lǜ suān měi	氯酸镁
lǜ suān měng	氯酸锰
lǜ suān niè	氯酸镍
lǜ suān pǔ	氯酸镨
lǜ suān qiān	氯酸铅
lǜ suān rú	氯酸铷
lǜ suān sè	氯酸铯
lǚ suān sī	铝酸锶
lǜ suān sī	氯酸锶
lǜ suān tā	氯酸铊
lǜ suān tiě	氯酸铁
lǜ suān tóng	氯酸铜
lǜ suān xīn	氯酸锌
lǜ suān yán	氯酸盐
lǜ suān yǐ	氯酸钇
lǜ suān yín	氯酸银
lǜ suān yīn	氯酸铟
lǜ suō màn	氯梭曼
lǜ tóng fán	氯铜矾
lǜ tóng kuàng	氯铜矿
lǜ wù jīng	氯戊腈
lǜ wù suān	氯戊酸
lǜ wù wán	氯戊烷
lǜ xiān fú	氯酰氟
lǜ xiān yán	氯酰盐
lǜ xiāo dú	氯消毒
lǜ xīn wán	氯辛烷
lǜ xiù běn	氯溴苯
lǜ xún huán	氯循环
lǜ yā jī	氯压机
lǜ yà míng	氯亚明
lǜ yān jiǎn	氯烟碱
lǜ yān jīng	氯烟腈
lǜ yān suān	氯烟酸
lǜ yǐ běn	氯乙苯
lǜ yǐ chún	氯乙醇
lǜ yǐ dìng	氯已定
lǜ yǐ jī	氯乙基
lǜ yǐ jīng	氯乙腈
lǜ yǐ líng	氯乙灵
lǜ yǐ quán	氯乙醛
lǜ yǐ quē	氯乙炔
lǜ yǐ suān	氯乙酸
lǜ yī suān	氯铱酸
lǜ yǐ wán	氯乙烷
lǜ yǐ xī	氯乙烯
lǜ yǐn duǒ	氯吲哚
lǜ yíng ēn	氯荧蒽
lǜ yóu kuàng	绿铀矿
lǜ zhǐ xǐng	氯酯醒
mài yá xī	麦芽硒
měng bèi kuàng	锰钡矿
měng suān bèi	锰酸钡
mù gài kuàng	钼钙矿
mù gè hóng	钼铬红
mù hé jīn	钼合金
mù jīng kuàng	钼精矿
mù kuàng chuáng	钼矿床
mù kuàng shí	钼矿石
mù qiān kuàng	钼铅矿
mù suān ǎn	钼酸铵
mù suān bèi	钼酸钡
mù suān bì	钼酸铋
mù suān gài	钼酸钙
mù suān jiǎ	钼酸钾
mù suān lǚ	钼酸铝
mù suān měng	钼酸锰
mù suān nà	钼酸钠
mù suān nǚ	钼酸钕
mù suān pǔ	钼酸镨
mù suān qiān	钼酸铅
mù suān rú	钼酸铷
mù suān shān	钼酸钐
mù suān xīn	钼酸锌
mù suān yán	钼酸盐
mù suān yín	钼酸银
mù suān yīn	钼酸铟
mù tóng kuàng	钼铜矿
mù wū rǎn	钼污染
mù yuán sù	钼元素
mù yuán zǐ	钼原子
nà ní kuàng	钠铌矿
nài xī fēn	萘硒酚
ní gài kuàng	铌钙矿
ní suān jiǎ	铌酸钾
ní suān lǐ	铌酸锂
ní suān yán	铌酸盐
ní suān yín	铌酸银
ní tiě kuàng	铌铁矿
ní yǐ kuàng	铌钇矿
ní yuán sù	铌元素
ní yuán zǐ	铌原子
nóng suō yóu	浓缩铀
nǚ bō li	钕玻璃
nǚ cí tiě	钕磁铁
nǚ tiě péng	钕铁硼
nǚ yuán sù	钕元素
nǚ yuán zǐ	钕原子
ǒu dàn běn	偶氮苯
ǒu dàn shēn	偶氮砷
ǒu shēn běn	偶砷苯
péng huà mù	硼化钼
péng huà tǎn	硼化钽
péng pī shí	硼铍石
péng suān bèi	硼酸钡
péng zá běn	硼杂苯
pī dān zhì	铍单质
pī jīn shǔ	铍金属
pī kuàng chuáng	铍矿床
pī liú shí	铍榴石
pī qīng tóng	铍青铜
pī suān yán	铍酸盐
pī wū rǎn	铍污染
pī yuán sù	铍元素
pī yuán zǐ	铍原子
piān shēn suān	偏砷酸
piē dāo chuān	氕氘氚
piē yuán sù	氕元素
piē yuán zǐ	氕原子
pín huà yóu	贫化铀
pín yóu dàn	贫铀弹
pǒ yuán sù	钷元素
pǒ yuán zǐ	钷原子
pǔ tōng sī	普通锶
pǔ yuán sù	镨元素
pǔ yuán zǐ	镨原子
qī lǜ nài	七氯萘
qiǎng běn zhǐ	羟苯酯
qiǎng lǜ kuí	羟氯喹
qíng běn jī	氰苯基
qīng huà bèi	氢化钡
qíng huà bèi	氰化钡
qíng huà lǜ	氰化氯
qīng huà pī	氢化铍
qīng huà rú	氢化铷
qīng huà sè	氢化铯
qīng huà shēn	氢化砷
qíng huà shì	氰化铈
qīng huà sī	氢化锶
qīng huà tā	氢化铊
qīng huà tī	氢化锑
qīng huà yǐ	氢化钇
qīng huà yīn	氢化铟
qīng huà yóu	氢化铀
qīng huà zhě	氢化锗
qíng jī běn	氰基苯
qīng lǜ suān	氢氯酸
qíng suān bèi	氰酸钡
qīng xī suān	氢硒酸
qīng yóu dàn	氢铀弹
quán lǜ nài	全氯萘
quē bǐng lǜ	炔丙氯
rén xiān lǜ	壬酰氯
rú dān zhì	铷单质
rú kuàng chuáng	铷矿床
rú lí zǐ	铷离子
rú sī fǎ	铷锶法
rú yuán sù	铷元素
rú yuán zǐ	铷原子
sān běn àn	三苯胺
sān běn jī	三苯基
sān běn jiǎ	三苯甲
sān běn lìn	三苯膦
sān běn shèn	三苯胂
sān diǎn běn	三碘苯
sān fú běn	三氟苯
sān fú jiǎ	三氟甲
sān jiǎ běn	三甲苯
sān jià shēn	三价砷
sān lián běn	三联苯
sān lǜ běn	三氯苯
sān lǜ fēn	三氯酚
sān lǜ nài	三氯萘
sān lǜ shā	三氯沙
sān lǜ shēng	三氯生
sān lǜ sōng	三氯松
sān lǜ xīn	三氯新
sān xiāo jī	三硝基
sān xiù běn	三溴苯
sān xiù fēn	三溴酚
sān yà běn	三亚苯
sān yǎng huà	三氧化
sān yǐ àn	三乙胺
sān yǐ běn	三乙苯
sān yǐ lìn	三乙膦
sè dān zhì	铯单质
sè fèi shí	铯沸石
sè kuàng chuáng	铯矿床
sè lí zǐ	铯离子
sè liú shí	铯榴石
sè yuán sù	铯元素
sè yuán zǐ	铯原子
sè zhù shí	铯柱石
shān nǚ fǎ	钐钕法
shǎn tī kuàng	闪锑矿
shān yuán sù	钐元素
shān yuán zǐ	钐原子
shēn bì kuàng	砷铋矿
shēn bó kuàng	砷铂矿
shēn bō li	砷玻璃
shēn dān zhì	砷单质
shēn gài shí	砷钙石
shēn gǔ kuàng	砷钴矿
shēn hán liàng	砷含量
shēn huà gǒng	砷化汞
shēn huà jiā	砷化镓
shēn huà lǚ	砷化铝
shēn huà péng	砷化硼
shēn huà qīng	砷化氢
shēn huà wù	砷化物
shēn huī shí	砷灰石
shēn kuàng chuáng	砷矿床
shēn měi shí	砷镁石
shēn měng kuàng	砷锰矿
shēn niè kuàng	砷镍矿
shēn qiān kuàng	砷铅矿
shēn qiān shí	砷铅石
shēn suān ǎn	砷酸铵
shēn suān bèi	砷酸钡
shēn suān dī	砷酸镝
shēn suān diū	砷酸铥
shēn suān ěr	砷酸铒
shēn suān gá	砷酸钆
shēn suān gài	砷酸钙
shēn suān gān	砷酸酐
shēn suān gēn	砷酸根
shēn suān gǒng	砷酸汞
shēn suān huǒ	砷酸钬
shēn suān jiǎ	砷酸钾
shēn suān kàng	砷酸钪
shēn suān lán	砷酸镧
shēn suān lǐ	砷酸锂
shēn suān lǔ	砷酸镥
shēn suān měi	砷酸镁
shēn suān nà	砷酸钠
shēn suān niè	砷酸镍
shēn suān nǚ	砷酸钕
shēn suān pǒ	砷酸钷
shēn suān pǔ	砷酸镨
shēn suān qiān	砷酸铅
shēn suān shān	砷酸钐
shēn suān shì	砷酸铈
shēn suān tè	砷酸铽
shēn suān tī	砷酸锑
shēn suān tiě	砷酸铁
shēn suān tóng	砷酸铜
shēn suān xīn	砷酸锌
shēn suān yán	砷酸盐
shēn suān yì	砷酸镱
shēn suān yǐ	砷酸钇
shēn suān yín	砷酸银
shēn suān yǒu	砷酸铕
shēn suān zhǐ	砷酸酯
shēn tī kuàng	砷锑矿
shēn tiě fán	砷铁矾
shēn tiě kuàng	砷铁矿
shēn tóng kuàng	砷铜矿
shēn wū rǎn	砷污染
shēn xiá shí	砷霞石
shēn xīn kuàng	砷锌矿
shēn xīn shí	砷锌石
shēn yǐ shí	砷钇石
shēn yín kuàng	砷银矿
shēn yóu kuàng	砷铀矿
shēn yuán sù	砷元素
shēn yuán zǐ	砷原子
shēn zá běn	砷杂苯
shēn zhì jì	砷制剂
shì dī dìng	铈滴定
shì guī shí	铈硅石
shì liàng fǎ	铈量法
shí lǜ tóng	十氯酮
shì yì cháng	铈异常
shì yǐ kuàng	铈钇矿
shì yín kuàng	铈银矿
shì yuán sù	铈元素
shì yuán zǐ	铈原子
shū dīng běn	叔丁苯
shuāng lǜ fēn	双氯酚
shuǐ tī fán	水锑矾
shuǐ wū huá	水钨华
shuǐ yóu fán	水铀矾
shuǐ yóu kuàng	水铀矿
sī dān zhì	锶单质
sì diǎn běn	四碘苯
sī fèi shí	锶沸石
sī jì shí	锶计时
sì jiǎ běn	四甲苯
sī kuàng chuáng	锶矿床
sī lí zǐ	锶离子
sì lián běn	四联苯
sì lǜ běn	四氯苯
sì lǜ fēn	四氯酚
sì shēn běn	四伸苯
sì xiù běn	四溴苯
sī yuán sù	锶元素
sī yuán zǐ	锶原子
suān běn zhǐ	酸苯酯
tā kuàng chuáng	铊矿床
tā lí zǐ	铊离子
tā yuán sù	铊元素
tā yuán zǐ	铊原子
tài suān bèi	钛酸钡
tài suān sè	钛酸铯
tài suān sī	钛酸锶
tài xiān lǜ	酞酰氯
tài yóu kuàng	钛铀矿
tàn bèi kuàng	碳钡矿
tǎn diàn róng	钽电容
tǎn fěn chén	钽粉尘
tàn huà ní	碳化铌
tàn huà pī	碳化铍
tàn huà tǎn	碳化钽
tàn huà wū	碳化钨
tàn huà yóu	碳化铀
tàn lǜ líng	碳氯灵
tǎn ní kuàng	钽铌矿
tàn sī kuàng	碳锶矿
tàn suān bèi	碳酸钡
tǎn suān jiǎ	钽酸钾
tǎn suān lǐ	钽酸锂
tǎn suān lǔ	钽酸镥
tàn suān lǔ	碳酸镥
tàn suān nǚ	碳酸钕
tǎn suān nǚ	钽酸钕
tàn suān pī	碳酸铍
tàn suān pǔ	碳酸镨
tǎn suān qiān	钽酸铅
tàn suān rú	碳酸铷
tàn suān sè	碳酸铯
tàn suān shān	碳酸钐
tàn suān shì	碳酸铈
tàn suān sī	碳酸锶
tàn suān tā	碳酸铊
tàn suān tè	碳酸铽
tàn suān tǔ	碳酸钍
tǎn suān yán	钽酸盐
tàn suān yì	碳酸镱
tàn suān yǐ	碳酸钇
tǎn suān yín	钽酸银
tàn suān yǒu	碳酸铕
tǎn tiě kuàng	钽铁矿
tǎn xī kuàng	钽锡矿
tàn xī lǜ	碳醯氯
tàn xiān lǜ	碳酰氯
tǎn yuán sù	钽元素
tǎn yuán zǐ	钽原子
tāng jī mù	羰基钼
tāng jī xī	羰基硒
tè yuán sù	铽元素
tè yuán zǐ	铽原子
tī bǎ kuàng	锑钯矿
tī bó kuàng	锑铂矿
tī dān zhì	锑单质
tī diàn jí	锑电极
tī huà qīng	锑化氢
tī huà wù	锑化物
tī huà yīn	锑化铟
tī kuàng chuáng	锑矿床
tī ní kuàng	锑铌矿
tī suān gān	锑酸酐
tī suān nà	锑酸钠
tī suān ní	锑酸铌
tī suān yán	锑酸盐
tī tǎn kuàng	锑钽矿
tī tiě kuàng	锑铁矿
tī tóng kuàng	锑铜矿
tī yín kuàng	锑银矿
tī yuán sù	锑元素
tī yuán zǐ	锑原子
tī zá běn	锑杂苯
tī zhě shí	锑赭石
tiān rán yóu	天然铀
tiě mù huá	铁钼华
tóng mù kuàng	铜钼矿
tóng wū huá	铜钨华
tóng zhèng suān	酮症酸
tǔ kuàng chuáng	钍矿床
tǔ shì jì	钍试剂
tǔ wū kuàng	钍钨矿
tǔ yǐ kuàng	钍钇矿
tǔ yóu bǐ	钍铀比
tǔ yóu kuàng	钍铀矿
tǔ yuán sù	钍元素
tǔ yuán zǐ	钍原子
tuō běn tǎ	脱苯塔
tuō běn yóu	脱苯油
tuō lǜ jì	脱氯剂
tuō lǜ tǎ	脱氯塔
tuō qīng běn	脱氢苯
tuō shēn jì	脱砷剂
tuō shēn tǎ	脱砷塔
wán jī běn	烷基苯
wū bì kuàng	钨铋矿
wū diàn jí	钨电极
wǔ fú běn	五氟苯
wū hé jīn	钨合金
wú jī běn	无机苯
wù jī běn	戊基苯
wú jī shēn	无机砷
wú jī xī	无机硒
wǔ jiǎ běn	五甲苯
wǔ jià shēn	五价砷
wū jīng kuàng	钨精矿
wū kuàng chuáng	钨矿床
wū kuàng shí	钨矿石
wǔ lǜ běn	五氯苯
wǔ lǜ fēn	五氯酚
wū měng kuàng	钨锰矿
wū qiān kuàng	钨铅矿
wú shēn xīn	无砷锌
wū sī dēng	钨丝灯
wū suān ǎn	钨酸铵
wū suān bèi	钨酸钡
wū suān gài	钨酸钙
wū suān gào	钨酸锆
wū suān gé	钨酸镉
wū suān gēn	钨酸根
wū suān gǔ	钨酸钴
wū suān jiǎ	钨酸钾
wū suān lán	钨酸镧
wū suān lǐ	钨酸锂
wū suān lǚ	钨酸铝
wū suān měng	钨酸锰
wū suān nà	钨酸钠
wū suān niè	钨酸镍
wū suān qiān	钨酸铅
wū suān rú	钨酸铷
wū suān sè	钨酸铯
wū suān tiě	钨酸铁
wū suān tóng	钨酸铜
wū suān xīn	钨酸锌
wū suān yán	钨酸盐
wū suān yín	钨酸银
wū suān yīn	钨酸铟
wū tiě kuàng	钨铁矿
wū tiě shí	钨铁石
wù xiān lǜ	戊酰氯
wū xīn kuàng	钨锌矿
wū yuán sù	钨元素
wū yuán zǐ	钨原子
xǐ běn tǎ	洗苯塔
xī bì kuàng	硒铋矿
xī chún yán	硒醇盐
xī dàn bái	硒蛋白
xī dān zhì	硒单质
xī fù yóu	吸附铀
xī gǒng kuàng	硒汞矿
xī gǔ kuàng	硒钴矿
xī hán liàng	硒含量
xī hé jì	硒合剂
xī huà gé	硒化镉
xī huà gǔ	硒化钴
xī huà jiǎ	硒化钾
xī huà lín	硒化磷
xī huà nà	硒化钠
xī huà qiān	硒化铅
xī huà qīng	硒化氢
xī huà tiě	硒化铁
xī huà tóng	硒化铜
xī huà wù	硒化物
xī huà xīn	硒化锌
xī huà yín	硒化银
xī jī běn	烯基苯
xī jiào mǔ	硒酵母
xī kuàng chuáng	硒矿床
xī lí zǐ	硒离子
xī lǜ shuǐ	稀氯水
xī mài yá	硒麦芽
xī pī shí	矽铍石
xī qiān kuàng	硒铅矿
xī shā guā	硒砂瓜
xī suān ǎn	硒酸铵
xī suān bèi	硒酸钡
xī suān bèi	锡酸钡
xī suān dī	硒酸镝
xī suān diū	硒酸铥
xī suān ěr	硒酸铒
xī suān gá	硒酸钆
xī suān gào	硒酸锆
xī suān gé	硒酸镉
xī suān hā	硒酸铪
xī suān huǒ	硒酸钬
xī suān jiǎ	硒酸钾
xī suān jiā	硒酸镓
xī suān jīn	硒酸金
xī suān lǔ	硒酸镥
xī suān lǚ	硒酸铝
xī suān nà	硒酸钠
xī suān niè	硒酸镍
xī suān pǔ	硒酸镨
xī suān qiān	硒酸铅
xī suān sè	硒酸铯
xī suān shì	硒酸铈
xī suān tiě	硒酸铁
xī suān tóng	硒酸铜
xī suān tǔ	硒酸钍
xī suān xīn	硒酸锌
xī suān yán	硒酸盐
xī suān yì	硒酸镱
xī suān yín	硒酸银
xī suān yīn	硒酸铟
xī tiě kuàng	硒铁矿
xī tóng kuàng	硒铜矿
xī wū rǎn	硒污染
xī wū suān	矽钨酸
xī xī fú	硒醯氟
xī xiān àn	硒酰胺
xī xiān fú	硒酰氟
xī yín kuàng	硒银矿
xī yuán sù	硒元素
xī yuán zǐ	硒原子
xī zá běn	锡杂苯
xī zhěng liú	硒整流
xiān jī lǜ	酰基氯
xiǎo běn huán	小苯环
xiāo jī běn	硝基苯
xiāo suān bèi	硝酸钡
xiāo suān liǎo	硝酸钌
xiāo suān lǔ	硝酸镥
xiāo suān lǜ	硝酸氯
xiāo suān mù	硝酸钼
xiāo suān nǚ	硝酸钕
xiāo suān pī	硝酸铍
xiāo suān pǒ	硝酸钷
xiāo suān pǔ	硝酸镨
xiāo suān rú	硝酸铷
xiāo suān sè	硝酸铯
xiāo suān shān	硝酸钐
xiāo suān shì	硝酸铈
xiāo suān sī	硝酸锶
xiāo suān tā	硝酸铊
xiāo suān tè	硝酸铽
xiāo suān tī	硝酸锑
xiāo suān tǔ	硝酸钍
xiāo suān yì	硝酸镱
xiāo suān yǐ	硝酸钇
xiāo suān yīn	硝酸铟
xiāo suān yǒu	硝酸铕
xiāo suān yóu	硝酸铀
xiāo xiān lǜ	硝酰氯
xīn bèi bái	锌钡白
xīn hé xī	锌和硒
xīn xī bǎo	锌硒宝
xīn xiān lǜ	辛酰氯
xiù ān suān	溴氨酸
xiù běn àn	溴苯胺
xiù běn gān	溴苯酐
xiù běn jī	溴苯基
xiù běn jīng	溴苯腈
xiù běn jǐng	溴苯肼
xiù běn tài	溴苯酞
xiù běn tài	溴苯肽
xiù bǐ dìng	溴吡啶
xiù bǐ qín	溴吡嗪
xiù biàn jī	溴苄基
xiù bǐng chún	溴丙醇
xiù bǐng jīng	溴丙腈
xiù bǐng quē	溴丙炔
xiù bǐng suān	溴丙酸
xiù bǐng tóng	溴丙酮
xiù bǐng wán	溴丙烷
xiù bǐng xī	溴丙烯
xiù bó suān	溴铂酸
xiù chá jiǎn	溴茶碱
xiù chóng jīng	溴虫腈
xiù cù suān	溴醋酸
xiù dài běn	溴代苯
xiù dài fēi	溴代菲
xiù dài nài	溴代萘
xiù dài tīng	溴代烃
xiù dài wán	溴代烷
xiù dān zhì	溴单质
xiù dī dìng	溴滴定
xiù dí lóng	溴敌隆
xiù diǎn běn	溴碘苯
xiù diàn lán	溴靛蓝
xiù dīng chún	溴丁醇
xiù dīng suān	溴丁酸
xiù dīng wán	溴丁烷
xiù dīng xī	溴丁烯
xiù duǒ lín	溴朵林
xiù fēn hóng	溴酚红
xiù fēn lán	溴酚蓝
xiù fēn zǐ	溴酚紫
xiù fú běn	溴氟苯
xiù gēng wán	溴庚烷
xiù guāng qì	溴光气
xiù guǐ wán	溴癸烷
xiù guī wán	溴硅烷
xiù huà ā	溴化锕
xiù huà ài	溴化砹
xiù huà āi	溴化锿
xiù huà ǎn	溴化铵
xiù huà bǎ	溴化钯
xiù huà bèi	溴化钡
xiù huà bì	溴化铋
xiù huà biàn	溴化苄
xiù huà bó	溴化铂
xiù huà bù	溴化钚
xiù huà bū	溴化钸
xiù huà dāo	溴化氘
xiù huà dì	溴化碲
xiù huà dī	溴化镝
xiù huà diǎn	溴化碘
xiù huà diū	溴化铥
xiù huà ě	溴化砈
xiù huà ěr	溴化铒
xiù huà fán	溴化钒
xiù huà gá	溴化钆
xiù huà gài	溴化钙
xiù huà gào	溴化锆
xiù huà gé	溴化镉
xiù huà gè	溴化铬
xiù huà gǒng	溴化汞
xiù huà gǔ	溴化钴
xiù huà guī	溴化硅
xiù huà hā	溴化铪
xiù huà huǒ	溴化钬
xiù huà jì	溴化剂
xiù huà jiǎ	溴化钾
xiù huà jiā	溴化镓
xiù huà jīn	溴化金
xiù huà jū	溴化锔
xiù huà kàng	溴化钪
xiù huà léi	溴化镭
xiù huà lǐ	溴化锂
xiù huà lín	溴化磷
xiù huà lǔ	溴化镥
xiù huà lǚ	溴化铝
xiù huà lǜ	溴化氯
xiù huà měi	溴化镁
xiù huà měng	溴化锰
xiù huà mù	溴化钼
xiù huà nà	溴化钠
xiù huà niè	溴化镍
xiù huà nǚ	溴化钕
xiù huà péi	溴化锫
xiù huà pī	溴化铍
xiù huà pǒ	溴化钷
xiù huà pǔ	溴化镨
xiù huà qiān	溴化铅
xiù huà qīng	溴化氢
xiù huà qíng	溴化氰
xiù huà rú	溴化铷
xiù huà sè	溴化铯
xiù huà shān	溴化钐
xiù huà shì	溴化铈
xiù huà sī	溴化锶
xiù huà tā	溴化铊
xiù huà tǎn	溴化钽
xiù huà tè	溴化铽
xiù huà tiě	溴化铁
xiù huà tóng	溴化铜
xiù huà wù	溴化物
xiù huà xī	溴化锡
xiù huà xī	溴化硒
xiù huà xīn	溴化锌
xiù huà yì	溴化镱
xiù huà yǐ	溴化钇
xiù huà yín	溴化银
xiù huà yīn	溴化铟
xiù huà yǒu	溴化铕
xiù huáng suān	溴磺酸
xiù jǐ suān	溴己酸
xiù jǐ wán	溴己烷
xiù jǐ xīn	溴己新
xiù jiǎ běn	溴甲苯
xiù jiǎ jī	溴甲基
xiù jiǎ mí	溴甲醚
xiù jiǎ wán	溴甲烷
xiù jīn suān	溴金酸
xiù jūn jīng	溴菌腈
xiù kuí lín	溴喹啉
xiù lí zǐ	溴离子
xiù lián běn	溴联苯
xiù liàng fǎ	溴量法
xiù lǜ běn	溴氯苯
xiù mī zuò	溴咪唑
xiù nài fēn	溴萘酚
xiù nài gān	溴萘酐
xiù niào gān	溴尿苷
xiù rén wán	溴壬烷
xiù sāi fēn	溴噻吩
xiù sāi zuò	溴噻唑
xiù shǔ lóng	溴鼠隆
xiù suān ǎn	溴酸铵
xiù suān bèi	溴酸钡
xiù suān dī	溴酸镝
xiù suān diū	溴酸铥
xiù suān ěr	溴酸铒
xiù suān gá	溴酸钆
xiù suān gài	溴酸钙
xiù suān gé	溴酸镉
xiù suān gēn	溴酸根
xiù suān gǒng	溴酸汞
xiù suān gǔ	溴酸钴
xiù suān huǒ	溴酸钬
xiù suān jiǎ	溴酸钾
xiù suān kàng	溴酸钪
xiù suān lán	溴酸镧
xiù suān lǐ	溴酸锂
xiù suān lǔ	溴酸镥
xiù suān měi	溴酸镁
xiù suān nà	溴酸钠
xiù suān nǚ	溴酸钕
xiù suān pǔ	溴酸镨
xiù suān qiān	溴酸铅
xiù suān rú	溴酸铷
xiù suān shān	溴酸钐
xiù suān sī	溴酸锶
xiù suān tè	溴酸铽
xiù suān xīn	溴酸锌
xiù suān yán	溴酸盐
xiù suān yǐ	溴酸钇
xiù suān yì	溴酸镱
xiù suān yín	溴酸银
xiù suān yǒu	溴酸铕
xiù wù suān	溴戊酸
xiù wù wán	溴戊烷
xiù xiāo chún	溴硝醇
xiù xīn wán	溴辛烷
xiù xiù biàn	溴溴苄
xiù yān suān	溴烟酸
xiù yǐ chún	溴乙醇
xiù yǐ jīng	溴乙腈
xiù yǐ quán	溴乙醛
xiù yǐ suān	溴乙酸
xiù yǐ wán	溴乙烷
xiù yǐ xī	溴乙烯
xiù yǐ xiān	溴乙酰
xiù yǐ xīn	溴已新
xiù yǐn duǒ	溴吲哚
xiù yín kuàng	溴银矿
xiù yǐn tíng	溴隐亭
yà běn jī	亚苯基
yà lǜ suān	亚氯酸
yà shēn gān	亚砷酐
yà shēn suān	亚砷酸
yà xī gān	亚硒酐
yà xī suān	亚硒酸
yà xiāo suān	亚硝酸
yān xiān lǜ	烟酰氯
yǎng běn tóng	氧苯酮
yǎng huà bèi	氧化钡
yǎng huà kāi	氧化锎
yǎng huà kàng	氧化钪
yǎng huà lán	氧化镧
yǎng huà lǎo	氧化铑
yǎng huà léi	氧化镭
yǎng huà lǐ	氧化锂
yǎng huà liǎo	氧化钌
yǎng huà lín	氧化磷
yǎng huà lìn	氧化膦
yǎng huà liú	氧化镏
yǎng huà lú	氧化炉
yǎng huà lǔ	氧化镥
yǎng huà lǜ	氧化氯
yǎng huà lǜ	氧化率
yǎng huà měi	氧化镁
yǎng huà méi	氧化酶
yǎng huà méi	氧化煤
yǎng huà měng	氧化锰
yǎng huà mù	氧化钼
yǎng huà nà	氧化钠
yǎng huà ní	氧化铌
yǎng huà niè	氧化镍
yǎng huà nǚ	氧化钕
yǎng huà péng	氧化硼
yǎng huà pī	氧化铍
yǎng huà piē	氧化氕
yǎng huà pǒ	氧化钷
yǎng huà pǔ	氧化镨
yǎng huà qiān	氧化铅
yǎng huà qīng	氧化氢
yǎng huà qū	氧化区
yǎng huà rú	氧化铷
yǎng huà sè	氧化铯
yǎng huà shān	氧化钐
yǎng huà shēn	氧化砷
yǎng huà shì	氧化铈
yǎng huà sī	氧化锶
yǎng huà tā	氧化铊
yǎng huà tǎ	氧化塔
yǎng huà tài	氧化钛
yǎng huà tǎn	氧化钽
yǎng huà táng	氧化塘
yǎng huà tè	氧化铽
yǎng huà tī	氧化锑
yǎng huà tiě	氧化铁
yǎng huà tóng	氧化铜
yǎng huà tóng	氧化酮
yǎng huà tǔ	氧化钍
yǎng huà wū	氧化钨
yǎng huà xī	氧化锡
yǎng huà xī	氧化硒
yǎng huà xīn	氧化锌
yǎng huà yǐ	氧化钇
yǎng huà yì	氧化镱
yǎng huà yī	氧化铱
yǎng huà yín	氧化银
yǎng huà yīn	氧化铟
yǎng huà yóu	氧化铀
yǎng huà yǒu	氧化铕
yǎng huà zhě	氧化锗
yǎng mù kuàng	氧钼矿
yǎng zá ēn	氧杂蒽
yǎng zá mào	氧杂茂
yǎng zá yìn	氧杂茚
yǐ běn fēn	乙苯酚
yì bǐng běn	异丙苯
yǐ chún ní	乙醇铌
yǐ chún tǎn	乙醇钽
yì dīng běn	异丁苯
yī é kuàng	铱锇矿
yī hǎi mián	铱海绵
yǐ jī běn	乙基苯
yǐ jī zhě	乙基锗
yī jīn bǐ	铱金笔
yī lǜ àn	一氯胺
yǐ lǚ wán	乙铝烷
yǐ quē běn	乙炔苯
yǐ suān bèi	乙酸钡
yī suān lǐ	铱酸锂
yǐ suān liǎo	乙酸钌
yǐ suān lǔ	乙酸镥
yǐ suān lǜ	乙酸氯
yǐ suān mù	乙酸钼
yǐ suān nǚ	乙酸钕
yǐ suān pī	乙酸铍
yǐ suān pǔ	乙酸镨
yǐ suān rú	乙酸铷
yǐ suān sè	乙酸铯
yǐ suān shān	乙酸钐
yǐ suān shì	乙酸铈
yǐ suān sī	乙酸锶
yǐ suān tā	乙酸铊
yǐ suān tè	乙酸铽
yǐ suān tī	乙酸锑
yǐ suān tǔ	乙酸钍
yǐ suān yǐ	乙酸钇
yǐ suān yì	乙酸镱
yǐ suān yīn	乙酸铟
yǐ suān yóu	乙酸铀
yǐ suān yǒu	乙酸铕
yǐ tǎn kuàng	钇钽矿
yǐ xī àn	乙烯胺
yǐ xī běn	乙醯苯
yǐ xī chǎng	乙烯厂
yǐ xī chún	乙烯醇
yǐ xī chún	乙硒醇
yǐ xī fǎ	乙烯法
yǐ xī fēng	乙烯砜
yǐ xī huà	乙烯化
yǐ xī jī	乙烯基
yǐ xī lèi	乙烯类
yǐ xī lì	乙烯利
yǐ xī lǜ	乙醯氯
