ān fèng	安凤
zhāi jū	斋居
zhàn bēn	湛贲
zhàn lù	湛露
zhān yù	詹玉
zhāng bái	张白
zhāng biàn	张昪
zhāng cí	张辞
zhāng cóng	张丛
zhāng dào	张焘
zhāng dǐng	张顶
zhāng dù	张杜
zhāng è	张谔
zhāng gāng	张纲
zhāng gé	张格
zhāng guān	张观
zhāng gǔn	张衮
zhāng hù	张祜
zhāng huì	张汇
zhāng huī	张翚
zhāng hún	张浑
zhāng jì	张垍
zhāng jí	张籍
zhāng jì	张继
zhāng jiǎ	张贾
zhāng jiàn	张渐
zhāng jié	章楶
zhāng jié	章碣
zhāng jǔ	张矩
zhāng jǔ	张莒
zhāng kuò	张扩
zhāng lěi	张耒
zhāng méng	张濛
zhāng mì	张泌
zhāng pín	张蠙
zhāng qǐ	张绮
zhāng qǐ	张起
zhāng qiáo	张乔
zhāng shì	张拭
zhāng shí	张时
zhāng shì	张轼
zhāng shǔ	张署
zhāng shuō	张说
zhāng suí	张随
zhāng wèi	张谓
zhāng xī	张昔
zhāng xié	张协
zhāng xù	张旭
zhāng yǎn	张演
zhāng yù	张聿
zhāng yùn	张韫
zhāng zǎi	张宰
zhāng zǎo	张藻
zhāng zhěn	张轸
zhāng zhí	张直
zhāng zhuó	张濯
zhāng zī	张孜
zhāng zuǒ	张佐
zhào áng	赵昂
zhào bì	赵必
zhāo cháo	招潮
zhào duó	赵铎
zhào fáng	赵防
zhào gǔ	赵嘏
zhào huá	赵骅
zhào jìng	照镜
zhāo kè	招客
zhào qǐ	赵企
zhào xī	赵希
zhào xià	诏下
zhào xiāng	赵湘
zhào yī	赵壹
zhào yǔ	赵与
zhé jū	谪居
zhēn hòu	甄后
zhēn niáng	珍娘
zhèn xī	镇西
zhèng áo	郑遨
zhèng bì	郑璧
zhèng cháng	郑常
zhèng cháo	郑巢
zhèng è	郑愕
zhèng fǎng	郑昉
zhèng fēng	郑风
zhèng fù	郑馥
zhèng gǔ	郑谷
zhèng guǐ	郑轨
zhèng hào	郑颢
zhèng hé	郑合
zhèng hù	郑昈
zhèng jù	郑据
zhèng qǐ	郑启
zhèng qǐ	郑綮
zhèng shào	郑绍
zhèng shěn	郑审
zhèng shǐ	郑史
zhèng shì	郑适
zhèng shù	郑庶
zhèng sǔn	郑损
zhèng tǐng	郑颋
zhèng wén	郑闻
zhèng xiè	郑獬
zhèng yán	郑严
zhèng yīn	郑愔
zhèng yīn	郑絪
zhèng yú	郑俞
zhèng yú	郑愚
zhēng zhāo	征招
zhèng zhǔn	郑准
zhì dìng	志定
zhì hù	陟岵
zhì liàng	智亮
zhì rén	至人
zhí tái	直台
zhī xuán	知玄
zhī yè	知业
zhòng bìng	仲并
zhōng fēng	终风
zhòng gǎn	重感
zhōng lù	钟辂
zhōng mó	钟谟
zhōng qiàn	钟蒨
zhōng yǐn	中隐
zhǒng zhú	种竹
zhōu chè	周彻
zhōu chí	周墀
zhōu cún	周存
zhōu pǔ	周朴
zhòu qǐn	昼寝
zhōu shēn	周申
zhōu tán	周昙
zhōu wèi	周渭
zhòu wò	昼卧
zhōu xiáng	周庠
zhōu yáo	周繇
zhōu zhū	周铢
zhōu zuò	周祚
zhū bāo	朱褒
zhú chuāng	竹窗
zhū cún	朱存
zhú diàn	竹簟
zhū fàng	朱放
zhū huàn	朱涣
zhū huì	朱晦
zhū jiàng	朱绛
zhū jūn	朱均
zhū kuí	朱逵
zhū lín	株林
zhū mù	朱穆
zhù mù	祝穆
zhū sù	朱宿
zhū sūn	朱孙
zhū xiū	朱休
zhū yōng	朱雍
zhú zhī	竹枝
zhū zhòu	朱昼
zhuàn shā	赚煞
zhuī liáng	追凉
zì jiě	自解
zì kě	自可
zǐ lán	子兰
zǐ téng	紫藤
zì xǐ	自喜
zǐ yè	子夜
zī yī	缁衣
zì yǒng	自咏
zōu yú	驺虞
zú jí	足疾
zǔ kě	祖可
zǔ yǒng	祖咏
zuì hòu	醉后
zuì xíng	醉行
zuì yín	醉吟
zuò kè	座客
zuǒ yǎn	左偃
zuǒ yù	左誉
ā nà qū	阿那曲
ài dān yá	爱丹崖
ǎi nǎi qǔ	欸乃曲
ài shén xiān	爱神仙
āi wáng sūn	哀王孙
ài wù yù	爱恶欲
ān hóng jiàn	安鸿渐
àn shàng shā	岸上沙
ān shǒu fàn	安守范
àn xiāng sī	暗相思
ān yáng hǎo	安阳好
bā āi shī	八哀诗
bā bǎi zǎi	八百载
bā bǎo zhuāng	八宝妆
bā jiāo yǔ	芭蕉雨
bā pāi mán	八拍蛮
bā yīn xié	八音谐
bā yú cí	巴渝辞
bā zhèn tú	八阵图
bǎi chǐ lóu	百尺楼
bǎi ér qiān	百而千
bái gē zi	白鸽子
bái hè zǐ	白鹤子
bái jūn ruì	白君瑞
bǎi láo guān	百牢关
bǎi mèi niáng	百媚娘
bái mǐn zhōng	白敏中
bái rì nuǎn	白日暖
bái tuán shàn	白团扇
bài xīn yuè	拜新月
bài xīng yuè	拜星月
bái xuě cí	白雪词
bǎi yí jiāo	百宜娇
bǎi zhàng shān	百丈山
bǎi zì yáo	百字谣
bǎi zì zì	百字字
bàn yún lái	伴云来
bān zhú zhī	斑竹枝
bào jūn huī	鲍君徽
bào lǎo cuī	鲍老催
bào lìng huī	鲍令晖
bèi guī hóng	背归鸿
bēi lái hū	悲来乎
běi qīng luó	北青萝
běi yáng liǔ	北杨柳
běi yuán wèi	北元魏
bēi zāi xíng	悲哉行
bēi zhōng lè	悲中乐
běn hū shù	本乎数
bēn téng jí	奔腾急
bǐ bú jiào	彼不教
bì chuāng mèng	碧窗梦
bǐ jì chéng	彼既成
bǐ jì lǎo	彼既老
bǐ jì shì	彼既仕
bì mǔ dān	碧牡丹
bǐ mù yú	比目鱼
bǐ nǚ zǐ	彼女子
bǐ suī yòu	彼虽幼
bǐ wú shū	彼无书
bǐ yǐng wù	彼颖悟
bì yǒu chū	必有初
bì yù xiāo	碧玉箫
bì yún shēn	碧云深
biān chéng lù	边城路
biāo guó yuè	骠国乐
biāo yǒu méi	摽有梅
bié shàn è	别善恶
bié shí duō	别时多
bié xiān zǐ	别仙子
bié xú zhōu	别徐州
bìn biān huá	鬓边华
bìn yún sōng	鬓云松
bīng chē xíng	兵车行
bǐng jūn zǐ	禀君子
bīng shān dī	冰山滴
bō bú duàn	拨不断
bó mìng nǚ	薄命女
bo yù láng	卜玉郎
bù bù jiāo	步步娇
bù chán gōng	步蟾宫
bù chéng qì	不成器
bú fàn cǐ	不犯此
bù huā jiān	步花间
bú jiàn jūn	不见君
bù kāi wù	不开悟
bù kě luàn	不可乱
bú pà zuì	不怕醉
bù róng wěn	不容紊
bù rú wù	不如物
bú shì lù	不是路
bù tǐ rèn	不体认
bù wǒ guò	不我过
bù wǒ yǐ	不我以
bù wǒ yǔ	不我与
bù xiāng jiàn	不相见
bú xìn dào	不信道
bù xū cí	步虚词
bù xū shēng	步虚声
bù xū xīn	不虚心
bù yì sǐ	怖亦死
bú zài chuán	不再传
bù zhī yì	不知义
cǎi fèng fēi	彩凤飞
cǎi fú róng	采芙蓉
cǎi lián guī	采莲归
cǎi lián huā	采莲花
cǎi lián nǚ	采莲女
cǎi lián zhōu	采莲舟
cǎi lián zǐ	采莲子
cǎi míng zhū	采明珠
cài wén gōng	蔡文恭
cài yǔn gōng	蔡允恭
cán tǔ sī	蚕吐丝
cāng wú yáo	苍梧谣
cǎo fū rén	草夫人
cǎo rú yīn	草如茵
cáo wén jī	曹文姬
cén fū zǐ	岑夫子
céng jì fǒu	曾记否
céng kāi guó	曾开国
céng yǔn yuán	曾允元
chá píng ér	茶瓶儿
cháng ān nǚ	长安女
cháng gàn xíng	长干行
cháng mìng nǚ	长命女
cháng qiáo yuè	长桥月
cháng shēng lè	长生乐
cháng shòu lè	长寿乐
cháng tíng yuàn	长亭怨
cháo chōng zhī	晁冲之
cháo duān lǐ	晁端礼
cháo gōng wǔ	晁公武
cháo tiān lè	朝天乐
cháo yú sī	朝于斯
cháo zhōng cuò	朝中措
chē chí chí	车迟迟
chē lín lín	车辚辚
chén chāng yán	陈昌言
chén chéng zhī	陈成之
chén dé wǔ	陈德武
chén dōng fǔ	陈东甫
chén fèng yí	陈凤仪
chén jì qīng	陈季卿
chén jiā yán	陈嘉言
chén kāng bó	陈康伯
chén qù jí	陈去疾
chén rì zhāng	陈日章
chén shī dào	陈师道
chén shū dá	陈叔达
chén wéi sōng	陈维崧
chén xī liè	陈希烈
chén xí shàn	陈袭善
chén yàn bó	陈彦博
chén yǔ xīng	陈与兴
chén yuán chū	陈元初
chén yuán guāng	陈元光
chén yuán yù	陈元裕
chén zé zhōng	臣则忠
chén zhī xián	陈之贤
chén zǐ liáng	陈子良
chén zǔ ān	陈祖安
chéng cháng wén	程长文
chéng chéng mǎ	乘乘马
chéng dà chāng	程大昌
chěng gān gē	逞干戈
chéng gōng xǔ	程公许
chēng sān wáng	称三王
chēng shèng shì	称盛世
chéng tóu yuè	城头月
chēng wǔ dài	称五代
chéng yàn xióng	成彦雄
chéng zhèng tóng	程正同
chì bì cí	赤壁词
chì zǎo zi	赤枣子
chóng bǐ yì	重比翼
chóng dié jīn	重叠金
chóu bǐ yì	筹笔驿
chóu fēng yuè	愁风月
chóu kōng shān	愁空山
chǒu nú er	丑奴儿
chóu yǐ lán	愁倚阑
chū bā yuè	初八月
chù bō tāo	触波涛
chǔ cháo yáng	褚朝阳
chǔ cí tǐ	楚词体
chǔ guāng xī	储光羲
chǔ hàn zhēng	楚汉争
chǔ jiāng dōng	楚江东
chū mén xíng	出门行
chǔ shēng qí	杵声齐
chǔ sì zōng	储嗣宗
chú suí luàn	除隋乱
chǔ tiān yáo	楚天谣
chǔ yún shēn	楚云深
chuān bō zhào	川拨棹
chuán èr shì	传二世
chuàng guó jī	创国基
chuí bì liǔ	垂碧柳
chuī dòng xiāo	吹洞箫
chuí sī diào	垂丝钓
chuí yáng liǔ	垂杨柳
chūn cǎo bì	春草碧
chūn gōng qǔ	春宫曲
chūn gōng yuàn	春宫怨
chūn guāng hǎo	春光好
chūn guī yuàn	春归怨
chūn qiū zuò	春秋作
chūn qù yě	春去也
chūn rì xíng	春日行
chūn sè mǎn	春色满
chūn shān lèi	春衫泪
chūn tiān hé	春天和
chūn xiāo qǔ	春宵曲
chūn xiǎo qǔ	春晓曲
chūn xīn dàng	春心荡
chūn yīng zhuǎn	春莺转
cì jiàn wén	次见闻
cǐ liù chù	此六畜
cǐ liù gǔ	此六谷
cǐ shí yì	此十义
cǐ sì fāng	此四方
cǐ wǔ cháng	此五常
cǐ wǔ xíng	此五行
cǐ zhí wù	此植物
cóng lái jí	从来急
cóng tóu yuè	从头越
cù hú lu	醋葫芦
cuī dūn lǐ	崔敦礼
cuī guó fǔ	崔国辅
cuì huá yǐn	翠华引
cuī huái bǎo	崔怀宝
cuī lì yán	崔立言
cuī lì zhī	崔立之
cuī rì yòng	崔日用
cuī sù é	崔素娥
cuī xīn gān	摧心肝
cuī xìn míng	崔信明
cuī xīng zōng	崔兴宗
cuī xuán liàng	崔玄亮
cuì yǔ yín	翠羽吟
cuī yǔ zhī	崔与之
cuī yuán wài	崔员外
cuī zǐ yún	崔紫云
cuī zōng zhī	崔宗之
cūn shè wài	村舍外
cún zhì tǐ	存治体
cuō qí yào	撮其要
dà bǎi dì	大柏地
dà dī qǔ	大堤曲
dà dī shàng	大堤上
dà jiāng xī	大江西
dà shèng lè	大圣乐
dà xián cháng	大弦长
dà xiǎo dài	大小戴
dà yuē shì	大曰逝
dài mǎ xíng	带马行
dài shān yǐn	戴山隐
dài shū lún	戴叔伦
dài zhì suí	迨至隋
dān fèng yín	丹凤吟
dān qīng yǐn	丹青引
dān qiū shēng	丹丘生
dàn xiāng sī	但相思
dān yáng hú	丹阳湖
dāng fěng yǒng	当讽咏
dāng jiǎng qiú	当讲求
dāng xiào zhī	当效之
dāng zì jǐng	当自警
dào bì fēng	倒碧峰
dǎo chuí liǔ	倒垂柳
dāo dao lìng	叨叨令
dào ér jīn	到而今
dǎo liàn zi	捣练子
dào liáng shū	稻粱菽
dào sháo shān	到韶山
dào tóng guān	到潼关
dé shèng lìng	得胜令
dēng gāo qiū	登高丘
dì chūn tái	帝春台
dī dī jīn	滴滴金
dì fǎ tiān	地法天
dí kě cuī	敌可摧
dì yī huā	第一花
dì zé gōng	弟则恭
diān chí shuǐ	滇池水
diǎn diǎn shì	点点是
diǎn jiàng chún	点降唇
diàn qián huān	殿前欢
diǎn yīng tao	点樱桃
diào yán líng	吊严陵
dìng fēng liú	定风流
dīng jū huì	丁居晦
dìng xī fān	定西番
dīng xiān zhī	丁仙芝
dīng xiāng jié	丁香结
dǒng dé yuán	董德元
dōng fāng bái	东方白
dōng fāng qiú	东方虬
dōng fēng hán	东风寒
dǒng fū zǐ	董夫子
dōng hú yuè	东湖月
dǒng sī gōng	董思恭
dōng tái qù	东台去
dōng wǔ yín	东武吟
dǒng wǔ zǐ	董武子
dōng xi dào	东西道
dòng xiān cí	洞仙词
dōng yáng gē	东阳歌
dōng yuán lè	东原乐
dōng zhī yè	冬之夜
dòng zhōng xiān	洞中仙
dòu ān chún	斗鹌鹑
dòu bǎi cǎo	斗百草
dòu bǎi huā	斗百花
dòu chán juān	斗婵娟
dòu fū rén	窦夫人
dòu hóng yú	窦弘余
dōu jīn líng	都金陵
dōu jìng jìng	都镜净
dòu shū xiàng	窦叔向
dòu xī jiè	窦希玠
dòu yè huáng	豆叶黄
dù ān dào	杜安道
dù ān shì	杜安世
dù liáng chén	杜良臣
dù liáo shuǐ	渡辽水
dú lǔ lùn	读鲁论
dú lù piān	独漉篇
dù mén sì	度门寺
dù qiū niáng	杜秋娘
dù shěn yán	杜审言
dù wéi niáng	杜韦娘
dù xún hè	杜荀鹤
dù yì jiǎn	杜易简
dú yǐ lóu	独倚楼
dù yú huáng	杜于皇
dù yuán yǐng	杜元颖
dù zhèng lún	杜正伦
dú zhū shǐ	读诸史
duàn chéng shì	段成式
duàn jī zhù	断机杼
duàn wén chāng	段文昌
duì cǐ jiān	对此间
duì dà tíng	对大廷
duì jiǔ xíng	对酒行
duì qīng shān	对青山
duì yù huán	对玉环
duó jǐn biāo	夺锦标
ěr nán zǐ	尔男子
èr sè lián	二色莲
èr shí chuán	二十传
èr shí shí	二十时
ěr xiǎo shēng	尔小生
ěr yòu xué	尔幼学
fā bái mǎ	发白马
fā hào chǐ	发皓齿
fàn chuán zhèng	范传正
fán fū rén	樊夫人
fàn gū píng	犯孤平
fàn lán zhōu	泛兰舟
fàn mèng lóng	范梦龙
fān nǚ yuàn	蕃女怨
fān xiāng lìng	翻香令
fán xùn méng	凡训蒙
fàn yuán kǎi	范元凯
fán zōng shī	樊宗师
fàn zǔ yǔ	范祖禹
fāng dú zǐ	方读子
fāng qī suì	方七岁
fāng qiān lǐ	方千里
fáng rú fù	房孺复
fěi bào yě	匪报也
fēi lái fēng	飞来峰
fēi míng dī	飞鸣镝
fēi suǒ yí	非所宜
fén jù rù	汾沮洳
fēn liú shuǐ	分流水
fén lǘ zhì	焚驴志
fēn míng zhào	分明照
fèng chí yín	凤池吟
fēng chuī yǔ	风吹雨
fěng cì shī	讽刺诗
fēng dié lìng	风蝶令
fèng gū fēi	凤孤飞
fēng guāng hǎo	风光好
fēng guī yún	风归云
fèng huáng jiān	凤凰间
fèng huáng qǔ	凤凰曲
fèng lái cháo	凤来朝
fēng lè lóu	丰乐楼
fēng léi dòng	风雷动
fèng lóu chūn	凤楼春
fèng lóu yín	凤楼吟
fēng mǎ ér	风马儿
fēng nián ruì	丰年瑞
fēng niàng mì	蜂酿蜜
fēng qī qī	风凄凄
fèng qī wú	凤栖梧
fēng qiáng dòng	风樯动
fèng qiú huáng	凤求凰
féng qù fēi	冯去非
fèng tái qǔ	凤台曲
fēng wéi shang	风为裳
fèng wǔ yī	缝舞衣
fèng xiān yǐn	凤仙引
fèng xiāo yín	凤萧吟
fēng yè luò	枫叶落
féng yìng ruì	冯应瑞
fēng zhōng liǔ	风中柳
fǔ cháng jiàn	抚长剑
fù ér shēn	父而身
fū fù cóng	夫妇从
fū fù shùn	夫妇顺
fú mǎ láng	福马郎
fù mì zhōu	赴密州
fú ní cháng	拂霓裳
fú róng qǔ	芙蓉曲
fú róng yuè	芙蓉月
fù zhī guò	父之过
fù zì dé	傅自得
fù zǐ ēn	父子恩
fù zǐ qīn	父子亲
gān cǎo zǐ	甘草子
gǎn ēn duō	感恩多
gān hé yè	干荷叶
gān zhōu biàn	甘州遍
gān zhōu gē	甘州歌
gān zhōu lìng	甘州令
gān zhōu qǔ	甘州曲
gān zhōu zǐ	甘州子
gāo chóng wén	高崇文
gāo gōu lí	高句骊
gāo zēng zǔ	高曾祖
gāo zhèng chén	高正臣
gāo zǐ fāng	高子芳
gāo zǔ xīng	高祖兴
gē bì zhōu	戈壁舟
gé lián tīng	隔帘听
gē qiě yáo	歌且谣
gé shèng zhòng	葛胜仲
gé shì nǚ	葛氏女
gē shū gē	哥舒歌
gē wèi jìng	歌未竟
gé yā ér	葛鸦儿
gē yì qǔ	歌一曲
gē yǒu shēng	歌有声
gōng chéng yì	公乘亿
gōng děng zài	公等在
gōng sì chū	弓嗣初
gǒu bú jiào	苟不教
gǒu bù xué	苟不学
gǔ bǎi xíng	古柏行
gù cháo yáng	顾朝阳
gǔ chéng páng	古城旁
gù dào dà	故道大
gǔ dí màn	鼓笛慢
gù fēi xióng	顾非熊
gū kè lè	估客乐
gū měi jiǔ	沽美酒
gǔ qīng bēi	古倾杯
gū shān sì	孤山寺
gǔ shèng xián	古圣贤
gǔ tiáo xiào	古调笑
gū yàn ér	孤雁儿
gǔ yáng guān	古阳关
guā mò lì	瓜茉莉
guān pàn pàn	关盼盼
guǎng hán qiū	广寒秋
guǎng hán zhī	广寒枝
guāng wǔ xīng	光武兴
guāng yīn pò	光阴迫
guāng yú qián	光于前
guāng zhào shǒu	光照手
guī cháo huān	归朝欢
guì diàn qiū	桂殿秋
guī guó yáo	归国谣
guī guó yáo	归国遥
guì huá míng	桂华明
guǐ mǎo suì	癸卯岁
guī qù nán	归去难
guī sài běi	归塞北
guǐ sān tái	鬼三台
guī shé jìng	龟蛇静
guì shuāng xī	跪双膝
guì yǐ zhuān	贵以专
guī zì yáo	归字谣
guī zì yáo	归自谣
gǔn xiù qiú	滚绣球
guó hào shāng	国号商
guò jiāng lóng	过江龙
guō lì zhēn	郭利贞
guō liáng jì	郭良骥
guò lóng mén	过龙门
guó nǎi gǎi	国乃改
guō shào lán	郭绍兰
guò wēn tāng	过温汤
guó xué shēng	国学生
guō yīng xiáng	郭应祥
guō zhèng yī	郭正一
guō zǐ zhèng	郭子正
hái jīng lè	还京乐
hǎi shàng yáo	海上谣
hǎi táng chūn	海棠春
hǎi táng huā	海棠花
hái xiāng suí	还相随
hàn dào chāng	汉道昌
hàn gōng cí	汉宫词
hán shí cí	寒食词
hán sī fù	韩思复
hàn tíng qiū	撼庭秋
hán xī zài	韩熙载
hán xiān gū	韩仙姑
hàn yè jiàn	汉业建
hào èr dì	号二帝
hǎo guān yīn	好观音
hǎo huā shí	好花时
hǎo lí xiāng	好离乡
hào liù jīng	号六经
hǎo nǚ er	好女儿
hào sān guó	号三国
hào sān huáng	号三皇
hǎo shí guāng	好时光
hào sì shī	号四诗
hǎo zǐ zhí	郝子直
hé dú shén	河渎神
hé guāng yuǎn	何光远
hé huā mèi	荷花媚
hé mǎn zǐ	河满子
hé nán píng	河难凭
hé pín yú	何频瑜
hé rén sī	何人斯
hè shèng cháo	贺圣朝
hé shí dàn	何时旦
hé wéi rén	曷为人
hè xīn liáng	贺新凉
hé yáng shī	河阳诗
hé yún zhù	和云翥
hé zhì zāi	曷至哉
hè zhī zhāng	贺知章
hé zhòng jǔ	何仲举
hēi qī nǔ	黑漆弩
hèn chūn xiāo	恨春宵
hèn fēn míng	恨分明
hèn lái chí	恨来迟
héng táng lù	横塘路
hóng chuāng jiǒng	红窗迥
hóng chuāng tīng	红窗听
hōng hōng xī	薨薨兮
hóng là lèi	红蜡泪
hóng lóu yǐn	红楼引
hóng niáng zǐ	红娘子
hóng sháo yào	红芍药
hòu shēn yuán	后身缘
hòu tíng huā	后庭花
hòu tíng yàn	后庭宴
hú chuán měi	胡传美
hú dé fāng	胡德芳
hú dé yān	胡得焉
hú dié ér	蝴蝶儿
hú hào rán	胡浩然
hǔ kě bó	虎可搏
hú lìng néng	胡令能
hú shì jiāng	胡世将
hú sōng nián	胡松年
hú tiān xiǎo	壶天晓
hú wén qīng	胡文卿
hú wú rén	胡无人
hú xuán nǚ	胡旋女
hú yàn míng	胡雁鸣
hú yì lóng	胡翼龙
hú zhōng tiān	壶中天
huà é méi	画娥眉
huā jiān yì	花间意
huà jǐn táng	画锦堂
huà liáng xié	画梁斜
huā qián yǐn	花前饮
huá qīng gōng	华清宫
huá qīng yǐn	华清引
huā shēn shēn	花深深
huā xī bì	花溪碧
huā xià zuì	花下醉
huā xiāng róng	花相容
huā xīn dòng	花心动
huá xū yǐn	华胥引
huā zì luò	花自落
huái jiù yóu	怀旧游
huái shàng nǚ	淮上女
huàn shā xī	浣沙溪
huān zuì zhōng	欢醉中
huáng chéng zhī	黄诚之
huáng chóng gǔ	黄崇嘏
huáng fān chuò	黄幡绰
huáng fǔ céng	皇甫曾
huáng fǔ rǎn	皇甫冉
huáng fū rén	黄夫人
huáng fǔ sōng	皇甫松
huáng gōng dù	黄公度
huáng jīn lǚ	黄金缕
huáng jìng shū	黄静淑
huáng rén jié	黄人杰
huáng rén róng	黄仁荣
huáng shí lóng	黄时龙
huáng shuǐ cūn	黄水村
huáng shùn yīng	黄舜英
huáng tíng jiān	黄庭坚
huáng yīng wǔ	黄应武
huáng zhōng lè	黄钟乐
huáng zǐ xíng	黄子行
huí bō cí	回波词
huí bō lè	回波乐
huí xīn yuàn	回心院
hùn jiāng lóng	混江龙
jī chū míng	鸡初鸣
jí hàn zhōu	及汉周
jì hé xiāng	芰荷香
jī jiào zǐ	鸡叫子
jí lǎo zhuāng	及老庄
jì qí shì	记其事
jǐ qiān lǐ	几千里
jī quǎn shǐ	鸡犬豕
jì shàn yán	记善言
jǐ shí huí	几时回
jī sī chén	鸡司晨
jì tiān shén	祭天神
jí xián bīn	集贤宾
jì xiāng féng	既相逢
jí xiāng sī	极相思
jì xiōng dì	寄兄弟
jì yǒu rén	寄友人
jì yuǎn rén	寄远人
jí zhōng fú	吉中孚
jì zhū dì	寄诸弟
jiǎ chāng cháo	贾昌朝
jiā líng shuǐ	嘉陵水
jiā rén zuì	佳人醉
jiā shān hǎo	家山好
jiǎ shǎo qīng	贾少卿
jiā suī pín	家虽贫
jiǎn dāo shēng	剪刀声
jiàn dǐ sōng	涧底松
jiàn jūn nán	见君难
jiàn lóng mén	见龙门
jiǎn mǔ dān	剪牡丹
jiàn qì jìn	剑气近
jiàn shí shǎo	见时少
jiǎn zhāo xiá	剪朝霞
jiāng biān liǔ	江边柳
jiāng biǎo zhuàn	江表传
jiāng cǎi píng	江采萍
jiǎng dào dé	讲道德
jiàng dōu chūn	绛都春
jiāng ér shuǐ	江儿水
jiāng méi yǐn	江梅引
jiāng nán liǔ	江南柳
jiāng nán nòng	江南弄
jiāng nǚ miào	姜女庙
jiāng rú liàn	江如练
jiāng shàng xíng	江上行
jiāng shàng xuě	江上雪
jiāng shàng yín	江上吟
jiāng shén zǐ	江神子
jiāng tè lì	姜特立
jiāng wàn lǐ	江万里
jiāng xià xíng	江夏行
jiāng yǒu sì	江有汜
jiāng yuè lìng	江月令
jiǎng zǐ yún	蒋子云
jiào bù yán	教不严
jiào chuī xiāo	教吹箫
jiāo ér shī	骄儿诗
jiào wǔ zǐ	教五子
jiāo yuán xuè	郊原血
jiào zhī dào	教之道
jiě chūn fēng	解春风
jiè duō yán	戒多言
jiè hòu wèi	戒厚味
jié nán shān	节南山
jiě pèi lìng	解佩令
jié wà zi	结袜子
jiē xī sī	揭傒斯
jiē yǒu yóu	皆有由
jiě yuān jié	解冤结
jiè zhī zāi	戒之哉
jǐn chán dào	锦缠道
jīn chāng xù	金昌绪
jīn cuò dāo	金错刀
jīn dēng huā	金灯花
jīn dì cáng	金地藏
jīn fèng gōu	金凤钩
jīn fú tú	金浮图
jīn jiāo yè	金蕉叶
jīn jú xiāng	金菊香
jīn lǚ cí	金缕词
jīn lǚ gē	金缕歌
jīn míng chūn	金明春
jìn nián nián	尽年年
jīn pǒ luó	金叵罗
jǐn shàng huā	锦上花
jǐn táng chūn	锦堂春
jīn xiāo yuè	今宵月
jìn xué jiě	进学解
jǐn yuán chūn	锦园春
jīn zhǎn zǐ	金盏子
jǐn zhàng chūn	锦帐春
jīn zì jīng	金字经
jīng huí shǒu	惊回首
jīng jì míng	经既明
jīng qí fèn	旌旗奋
jìng sì fāng	靖四方
jìng zhōng rén	镜中人
jīng zhōu gē	荆州歌
jīng zhōu tíng	荆州亭
jīng zǐ tōng	经子通
jiǔ bié lí	久别离
jiù fēng liú	旧风流
jiǔ huí cháng	九回肠
jiù jiāng jūn	旧将军
jiǔ quán zi	酒泉子
jiǔ wàn lǐ	九万里
jiǔ xiāng dài	久相待
jū gē xíng	鞠歌行
jù hú àn	据湖岸
jú huā tiān	菊花天
jú huā xīn	菊花新
jū shàng shì	居上世
jǔ shén tóng	举神童
jū shù yuè	居数月
jù wǎng yǐ	俱往矣
jū yì nián	居一年
juǎn chūn kōng	卷春空
juǎn sān jiǔ	卷三九
juàn xún fāng	倦寻芳
juǎn yún shān	卷云山
juǎn zhū lián	卷珠帘
jūn bù wén	君不闻
jūn bú wù	君不悟
jūn chén yì	君臣义
jūn lái lù	君来路
jūn mǎ huáng	君马黄
jūn mò tíng	君莫停
jūn qǐ wǔ	君起舞
jūn xū jì	君须记
jūn zé jìng	君则敬
kāi yuán lè	开元乐
kàn huā huí	看花回
kāng yǔ zhī	康与之
kǎo shí lù	考实录
kǎo shì xì	考世系
kè dà dìng	克大定
kě de jiàn	可得见
kè zhōng xíng	客中行
kōng chéng què	空城雀
kǒng dé shào	孔德绍
kōng hóu qǔ	箜篌曲
kōng hóu yáo	箜篌谣
kǒng píng zhòng	孔平仲
kǒng shào ān	孔绍安
kǒng zhì guī	孔稚圭
kǒu ér sòng	口而诵
kǔ hán qíng	苦含情
kù xiāng sī	酷相思
kuài huó nián	快活年
kuài huó sān	快活三
kuí duō shì	魁多士
kuǐ lěi yín	傀儡吟
kūn míng chí	昆明池
là méi huā	腊梅花
là méi xiāng	腊梅香
lán guì fāng	兰桂芳
lǎn huà méi	懒画眉
láng shì yuán	郎士元
láo guāng cǎi	劳光彩
