ān tú	安图
fāng dòng zhèn	方洞镇
fāng fàn zhèn	芳畈镇
fāng gǎng zhèn	方岗镇
fāng guān zhèn	方官镇
fáng hú zhèn	防胡镇
fāng huá zhèn	芳华镇
fāng jí zhèn	方集镇
fāng jiā zhèn	方家镇
fāng lǐ zhèn	方里镇
fāng liáo xiāng	枋寮乡
fāng lóu zhèn	坊楼镇
fáng mù zhèn	房木镇
fāng qián zhèn	方前镇
fāng qián zhèn	坊前镇
fáng shān qū	房山区
fāng shān xiàn	方山县
fáng shān xiàn	房山县
fāng shān xiāng	方山乡
fāng shān xiāng	枋山乡
fāng shān zhèn	芳山镇
fáng shān zhèn	房山镇
fáng shān zhèn	防山镇
fǎng shān zhèn	仿山镇
fāng shān zhèn	方山镇
fáng shí zhèn	房石镇
fāng shuǐ zhèn	方水镇
fáng sì zhèn	房寺镇
fāng tā zhèn	方塌镇
fāng tài xiāng	方太乡
fāng tái zhèn	方台镇
fāng tān xiāng	方滩乡
fāng táng xiāng	方塘乡
fāng tián xiāng	方田乡
fāng xī xiāng	方溪乡
fāng xī zhèn	芳溪镇
fǎng xiān zhèn	访仙镇
fāng xiáng xiāng	方祥乡
fāng xiàng zhèn	方巷镇
fāng yán zhèn	方岩镇
fāng yáng zhèn	枋洋镇
fāng yuàn xiāng	芳苑乡
fāng yuán zhèn	方元镇
fáng zhài zhèn	房寨镇
fāng zhào zhèn	方召镇
fáng zhèn zhèn	房镇镇
fāng zhèng xiàn	方正县
fāng zhèng zhèn	方正镇
fàng zhū zhèn	放珠镇
fāng zhuāng xiāng	芳庄乡
fáng zhuāng zhèn	房庄镇
fāng zǐ qū	坊子区
féi chéng shì	肥城市
féi chéng xiàn	肥城县
féi dōng xiàn	肥东县
fēi fèng zhèn	飞凤镇
féi hé zhèn	淝河镇
fēi lǐ zhèn	飞鲤镇
fēi lóng zhèn	飞龙镇
fēi luán zhèn	飞鸾镇
féi nán zhèn	淝南镇
féi tián zhèn	淝田镇
féi xī xiàn	肥西县
féi xiāng qū	肥乡区
féi xiāng xiàn	肥乡县
féi xiāng zhèn	肥乡镇
fēi yīng bǎo	飞鹰堡
fēi yún zhèn	飞云镇
fēi zhú zhèn	飞竹镇
fěn bì zhèn	粉壁镇
fén chén zhèn	汾陈镇
fén chéng zhèn	汾城镇
fèn dòu xiāng	奋斗乡
fèn dòu zhèn	奋斗镇
fén hé zhèn	汾河镇
fēn jiè zhèn	分界镇
fèn jìn xiāng	奋进乡
fén kǒu zhèn	汾口镇
fēn lù zhèn	分路镇
fén shì zhèn	汾市镇
fēn shuǐ xiāng	分水乡
fēn shuǐ zhèn	分水镇
fén tái zhèn	坟台镇
fén tuó zhèn	坟坨镇
fén xī xiàn	汾西县
fēn xiāng zhèn	分乡镇
fēn yán zhèn	分盐镇
fén yáng shì	汾阳市
fén yáng xiàn	汾阳县
fēn yí xiàn	分宜县
fēn yí zhèn	分宜镇
fén yīn xiàn	汾阴县
fēn yuán xiāng	芬园乡
fèng ān zhèn	凤安镇
fēng biān xiāng	枫边乡
fēng bīn xiāng	丰滨乡
fēng chǎn xiāng	丰产乡
fēng chéng shì	丰城市
fèng chéng shì	凤城市
fēng chéng xiàn	丰城县
fèng chéng xiāng	凤城乡
fèng chéng zhèn	凤城镇
fèng chéng zhèn	奉城镇
fēng chéng zhèn	峰城镇
féng chuān zhèn	冯川镇
féng cūn xiāng	冯村乡
fèng cūn zhèn	凤村镇
féng cūn zhèn	冯村镇
fēng dēng zhèn	丰登镇
féng diàn xiāng	冯店乡
fēng diàn zhèn	丰店镇
féng diàn zhèn	冯店镇
fēng dié zhèn	峰迭镇
fèng dōu zhèn	凤都镇
fēng dū xiàn	丰都县
fēng duī xiāng	峰堆乡
fēng fēng zhèn	峰峰镇
féng gǎng cūn	冯岗村
fèng gāng xiàn	凤冈县
fēng gāng xiàn	丰冈县
fēng gǎng xiāng	枫港乡
fēng gǎng xiāng	丰港乡
fèng gǎng zhèn	凤岗镇
fèng gāng zhèn	凤冈镇
féng gōu cūn	冯沟村
fēng gǔ zhèn	丰谷镇
fēng hé zhèn	丰禾镇
fèng hé zhèn	凤合镇
fèng huà qū	奉化区
fèng huà xiàn	奉化县
fēng huá zhèn	风华镇
fèng huáng xiàn	凤凰县
fèng huáng xiāng	凤凰乡
fèng huáng zhèn	凤凰镇
fēng huì zhèn	丰惠镇
fēng huǒ xiāng	烽火乡
fēng huǒ zhèn	烽火镇
fèng jí bǎo	奉集堡
fēng jí zhèn	丰集镇
féng jiā bǎo	冯家堡
féng jiā cūn	冯家村
féng jiā fàn	冯家畈
féng jiā gōu	冯家沟
féng jiā kǒu	冯家口
féng jiā píng	冯家坪
féng jiā shān	冯家山
féng jiā tún	冯家屯
féng jiā yàn	冯家堰
féng jiā zhài	冯家寨
féng jiā zhèn	冯家镇
fèng jiā zhèn	奉家镇
féng jiā zhuāng	冯家庄
fēng jiāng zhèn	枫江镇
fèng jiāng zhèn	凤江镇
fèng jié xiàn	奉节县
féng jǐng zhèn	冯井镇
fēng jīng zhèn	枫泾镇
fēng kāi xiàn	封开县
fèng kē zhèn	奉科镇
fēng kǒu zhèn	峰口镇
fèng lái zhèn	凤来镇
fēng lǎng zhèn	枫朗镇
fēng lè xiāng	丰乐乡
fēng lè zhèn	丰乐镇
fēng lì zhèn	丰利镇
fēng liáng zhèn	丰良镇
fēng lín xiàn	丰林县
fēng lín zhèn	枫林镇
fēng lín zhèn	丰林镇
fèng lín zhèn	凤林镇
fèng lǐng xiāng	凤岭乡
féng líng zhèn	冯瓴镇
fēng líng zhèn	峰灵镇
féng lóu cūn	冯楼村
féng mǎ cūn	冯马村
fēng mǎn qū	丰满区
féng mǎo zhèn	冯卯镇
féng miào cūn	冯庙村
féng miào zhèn	冯庙镇
fèng míng zhèn	凤鸣镇
fèng mǔ zhèn	奉母镇
fēng mù zhèn	枫木镇
fēng nán qū	丰南区
fēng nán xiàn	丰南县
fēng níng xiàn	丰宁县
fēng píng xiāng	枫坪乡
féng píng xiāng	冯坪乡
fēng píng zhèn	枫坪镇
fēng píng zhèn	风平镇
féng pō cūn	冯坡村
féng pō zhèn	冯坡镇
fèng pǔ xiāng	凤埔乡
fēng qí xiàn	丰崎县
féng qiáo cūn	冯桥村
fēng qiáo zhèn	枫桥镇
fèng qiáo zhèn	凤桥镇
féng qiáo zhèn	冯桥镇
fèng qìng xiàn	凤庆县
fēng qìng zhèn	丰庆镇
fēng qiū xiàn	封丘县
fèng quán qū	凤泉区
fēng rěn zhèn	丰稔镇
fēng rùn qū	丰润区
fēng rùn xiàn	丰润县
fēng rùn zhèn	丰润镇
féng sān zhèn	冯三镇
féng shān cūn	冯山村
fèng shān qū	凤山区
fèng shān xiàn	凤山县
fēng shān xiàn	风山县
fēng shān xiāng	丰山乡
fèng shān xiāng	凤山乡
fēng shān xiāng	风山乡
fèng shān zhèn	凤山镇
fēng shān zhèn	丰山镇
fēng shèng zhèn	丰盛镇
fēng shì zhèn	峰市镇
fēng shōu cūn	丰收村
fēng shōu xiāng	丰收乡
fēng shōu zhèn	丰收镇
fēng shuǐ zhèn	沣水镇
fēng shuǐ zhèn	风水镇
fēng shùn xiàn	丰顺县
fēng shùn xiāng	枫顺乡
fēng tái qū	丰台区
fèng tái xiàn	凤台县
fēng tái zhèn	丰台镇
féng táng cūn	冯塘村
féng táng xiāng	冯塘乡
fèng táng zhèn	凤塘镇
fēng táng zhèn	丰塘镇
fēng tián xiāng	丰田乡
fēng tián zhèn	丰田镇
fēng tián zhèn	枫田镇
fèng tíng xiāng	凤亭乡
fēng tíng zhèn	枫亭镇
féng tíng zhèn	逢亭镇
fēng tǒng xiāng	蜂桶乡
féng tún cūn	冯屯村
fèng tún zhèn	凤屯镇
féng wā cūn	冯洼村
féng wān cūn	冯湾村
fēng wān zhèn	枫湾镇
féng wáng cūn	冯王村
fēng wàng xiāng	丰望乡
fēng wěi zhèn	峰尾镇
fèng wěi zhèn	凤尾镇
fèng wò zhèn	凤卧镇
féng wū cūn	冯屋村
fèng wú zhèn	凤梧镇
fēng xī bǎo	风息堡
fēng xī xiāng	枫溪乡
fēng xī zhèn	丰溪镇
fēng xī zhèn	枫溪镇
fèng xī zhèn	凤溪镇
fèng xián qū	奉贤区
fèng xián xiàn	奉贤县
fèng xiáng qū	凤翔区
fèng xiáng xiàn	凤翔县
fēng xiāng xiāng	枫相乡
fèng xiáng zhèn	凤翔镇
fēng xiāng zhèn	枫香镇
fèng xīn xiàn	奉新县
fēng yán xiāng	峰岩乡
fēng yán zhèn	蜂岩镇
fèng yáng xiàn	凤阳县
fèng yáng xiāng	凤垟乡
fēng yáng zhèn	丰阳镇
fèng yáng zhèn	凤阳镇
fēng yáng zhèn	峰阳镇
fèng yí xiāng	凤仪乡
fēng yí zhèn	丰宜镇
fèng yí zhèn	凤仪镇
fēng yí zhèn	丰仪镇
féng yíng cūn	冯营村
féng yíng xiāng	冯营乡
féng yíng zhèn	冯营镇
fēng yù xiāng	峰峪乡
fēng yù zhèn	丰裕镇
fèng yǔ zhèn	凤羽镇
fēng yuán qū	丰原区
fēng yuán xiāng	峰源乡
féng yuán zhèn	冯原镇
fēng yuán zhèn	丰原镇
fēng zé qū	丰泽区
féng zhài cūn	冯寨村
fēng zhàn xiāng	峰占乡
fēng zhèn shì	丰镇市
fēng zhèn xiàn	丰镇县
fēng zhèng xiāng	风正乡
fēng zhōu xiāng	丰州乡
fēng zhōu zhèn	丰州镇
fèng zhōu zhèn	凤州镇
féng zhuāng cūn	冯庄村
féng zhuāng xiāng	冯庄乡
fēng zhuāng zhèn	丰庄镇
féng zhuāng zhèn	冯庄镇
fó gāng xiàn	佛冈县
fó lóu zhèn	佛楼镇
fó luó zhèn	佛罗镇
fó mén xiāng	佛门乡
fó píng xiàn	佛坪县
fó shān xiāng	佛山乡
fó sì zhèn	佛寺镇
fó tán zhèn	佛昙镇
fó táng zhèn	佛堂镇
fó xīng zhèn	佛星镇
fó yá zhèn	佛崖镇
fó zǐ zhèn	佛子镇
fú ān shì	福安市
fú ān xiàn	福安县
fù ān zhèn	富安镇
fù bāng xiāng	富邦乡
fú bǎo zhèn	福宝镇
fǔ běi zhèn	抚北镇
fǔ biān xiāng	抚边乡
fú bīn zhèn	浮滨镇
fú chá xiāng	浮槎乡
fù chāng xiāng	富昌乡
fǔ chǎng zhèn	府场镇
fú chéng qū	涪城区
fù chéng xiàn	阜城县
fù chéng xiāng	富城乡
fù chéng zhèn	附城镇
fǔ chéng zhèn	府城镇
fù chéng zhèn	阜城镇
fú chéng zhèn	凫城镇
fú chéng zhèn	福成镇
fù chí zhèn	富池镇
fù chuān xiàn	富川县
fù chuān zhèn	阜川镇
fù chūn xiàn	富春县
fù chūn zhèn	赋春镇
fù chūn zhèn	富春镇
fù cūn zhèn	富村镇
fù cūn zhèn	傅村镇
fú dà zhèn	扶大镇
fú dǎo xiàn	福岛县
fú dào zhèn	伏道镇
fú dé xiàn	福德县
fú dé zhèn	福德镇
fǔ diàn zhèn	府店镇
fù diàn zhèn	付店镇
fú dǐng shì	福鼎市
fú dǐng xiàn	福鼎县
fù dōng xiāng	富东乡
fú dòng zhèn	福洞镇
fú dù zhèn	福渡镇
fù fāng xiāng	傅坊乡
fú fēng xiàn	扶风县
fú fēng zhèn	凫峰镇
fú gāng xiàn	福冈县
fù gǎng xiāng	富岗乡
fú gǎng zhèn	浮岗镇
fú gòng xiàn	福贡县
fú gōng zhèn	浮宫镇
fú gōu xiàn	扶沟县
fǔ gǔ xiàn	府谷县
fǔ gǔ zhèn	府谷镇
fú guǒ zhèn	福果镇
fú hǎi xiàn	福海县
fù hǎi zhèn	富海镇
fù hǎi zhèn	附海镇
fú hǎi zhèn	福海镇
fù hé zhèn	富河镇
fǔ hé zhèn	府河镇
fú hén zhèn	桴㯊镇
fù héng xiāng	富恒乡
fú hóng zhèn	福洪镇
fú hǔ zhèn	伏虎镇
fú huān zhèn	扶欢镇
fù jí zhèn	傅集镇
fù jí zhèn	付集镇
fú jí zhèn	福集镇
fù jiā zhèn	富家镇
fù jiā zhèn	傅家镇
fù jiā zhèn	富加镇
fú jiā zhèn	伏家镇
fù jiā zhuāng	傅家庄
fù jiāng xiāng	富江乡
fú jiāng xiāng	浮江乡
fù jǐn shì	富锦市
fù jǐn xiàn	富锦县
fù jǐn zhèn	富锦镇
fú jǐng xiàn	福井县
fù jǐng zhèn	付井镇
fú kān zhèn	福堪镇
fù kāng shì	阜康市
fù kāng xiàn	阜康县
fú kǒu xiāng	洑口乡
fù kǒu zhèn	富口镇
fú kǒu zhèn	伏口镇
fù lè zhèn	富乐镇
fú léi bǎo	弗雷堡
fú lǐ bǎo	弗里堡
fù lǐ xiāng	富里乡
fú lì zhèn	福利镇
fú lí zhèn	符离镇
fù lì zhèn	富利镇
fú liáng xiàn	浮梁县
fù liáng xiàn	富良县
fú liáng zhèn	浮梁镇
fú lín bǎo	福临堡
fú lín xiāng	福临乡
fù lín zhèn	富林镇
fú lín zhèn	福临镇
fú líng qū	涪陵区
fú líng xiàn	涪陵县
fú lǐng zhèn	伏岭镇
fù lǐng zhèn	富岭镇
fù lǒng xiāng	付垅乡
fú lóng xiāng	福隆乡
fù lóng xiāng	阜龙乡
fú lóng zhèn	扶隆镇
fú lóng zhèn	伏龙镇
fú lù xiāng	福录乡
fù lù zhèn	富路镇
fú lù zhèn	福禄镇
fú luó zhèn	扶罗镇
fù luó zhèn	富罗镇
fù méng xiàn	阜蒙县
fú mián qū	福绵区
fú mián zhèn	福绵镇
fù mín xiàn	富民县
fú mín xiāng	福民乡
fǔ mín zhèn	抚民镇
fù nán xiàn	阜南县
fǔ níng qū	抚宁区
fù níng xiàn	阜宁县
fù níng xiàn	富宁县
fǔ níng xiàn	抚宁县
fǔ níng zhèn	抚宁镇
fù níng zhèn	阜宁镇
fù niú zhèn	富牛镇
fú pín xiàn	扶贫县
fù píng xiàn	富平县
fù píng xiàn	阜平县
fù píng zhèn	阜平镇
fù píng zhèn	复平镇
fù qiáng xiāng	富强乡
fù qiáng zhèn	富强镇
fú qiáo zhèn	浮桥镇
fú qīng shì	福清市
fú qīng xiàn	福清县
fú quán shì	福泉市
fú quán xiàn	福泉县
fù quán xiāng	富泉乡
fù quán zhèn	富全镇
fù quán zhèn	富泉镇
fù ráo xiāng	富饶乡
fù rén zhèn	富仁镇
fú róng qū	芙蓉区
fú róng zhèn	芙蓉镇
fù róng zhèn	富荣镇
fù shā zhèn	阜沙镇
fú shān qū	福山区
fù shān xiàn	富山县
fú shān xiàn	浮山县
fú shān xiàn	福山县
fù shān xiāng	富山乡
fù shān xiāng	阜山乡
fú shān xiāng	伏山乡
fú shān zhèn	浮山镇
fù shān zhèn	阜山镇
fú shān zhèn	伏山镇
fú shān zhèn	福山镇
fú shàn zhèn	福善镇
fù shèng zhèn	富盛镇
fù shèng zhèn	复盛镇
fú shí xiāng	浮石乡
fǔ shì zhèn	抚市镇
fú shí zhèn	浮石镇
fú shòu zhèn	福寿镇
fú shuǐ zhèn	洑水镇
fù shuǐ zhèn	富水镇
fù shùn xiàn	富顺县
fǔ shùn xiàn	抚顺县
fú shùn zhèn	福顺镇
fù shùn zhèn	富顺镇
fǔ sōng xiàn	抚松县
fǔ sōng zhèn	抚松镇
fú suí xiàn	扶绥县
fù tài zhèn	富太镇
fù tān zhèn	富滩镇
fú táng zhèn	福堂镇
fú téng bǎo	符腾堡
fú tián qū	福田区
fú tián xiāng	福田乡
fǔ tián xiāng	甫田乡
fú tián zhèn	福田镇
fù tián zhèn	富田镇
fù tián zhèn	阜田镇
fú tú zhèn	浮屠镇
fú wàng zhèn	福旺镇
fù wén xiāng	富文乡
fù wén zhèn	富文镇
fù xī xiāng	富溪乡
fù xī zhèn	富溪镇
fú xī zhèn	扶溪镇
fú xī zhèn	涪西镇
fú xī zhèn	符溪镇
fú xiān zhèn	服先镇
fù xiāng xiāng	富乡乡
fú xiǎo xiāng	拂晓乡
fù xīn xiàn	阜新县
fù xīn zhèn	阜新镇
fú xīn zhèn	扶新镇
fú xīn zhèn	福新镇
fù xīn zhèn	富新镇
fù xīng qū	复兴区
fù xīng xiāng	复兴乡
fú xīng xiāng	福兴乡
fù xīng zhèn	复兴镇
fú xīng zhèn	福兴镇
fù xīng zhèn	富兴镇
fú xīng zhèn	福星镇
fù yán zhèn	富岩镇
fù yáng qū	富阳区
fù yáng xiàn	富阳县
fù yáng xiàn	阜阳县
fú yáng zhèn	浮洋镇
fù yáng zhèn	富阳镇
fú yáng zhèn	涪阳镇
fú yáng zhèn	涪洋镇
fù yè zhèn	富堨镇
fù yì zhèn	富驿镇
fú yú shì	扶余市
fù yù xiàn	富裕县
fú yú xiàn	扶余县
fù yù zhèn	富裕镇
fú yù zhèn	孚玉镇
fǔ yuǎn shì	抚远市
fù yuán xiàn	富源县
fǔ yuǎn xiàn	抚远县
fù yuán xiāng	富源乡
fù yuán xiāng	复原乡
fǔ yuǎn zhèn	抚远镇
fù yùn xiàn	富蕴县
fù zhài xiāng	傅寨乡
fù zhài zhèn	阜寨镇
fù zhèn zhèn	富镇镇
fù zhuāng xiāng	付庄乡
fù zhuāng zhèn	富庄镇
fú zī bǎo	符兹堡
gā bā xiāng	呷巴乡
gā cuò xiāng	嘎措乡
gā dōng zhèn	嘎东镇
gǎ duō xiāng	尕多乡
gǎ duǒ xiāng	尕朵乡
gá ěr xiàn	噶尔县
gā ěr zhèn	呷尔镇
gǎ hǎi zhèn	尕海镇
gā jí zhèn	嘎吉镇
gā lā cūn	嘎拉村
gā lā xiāng	呷拉乡
gā lā xiāng	嘎拉乡
gā lā zhèn	呷拉镇
gá lún bǎo	噶伦堡
gā mǎ xiāng	嘎玛乡
gā měi xiāng	嘎美乡
gā mù xiāng	嘎木乡
gā niáng xiāng	嘎娘乡
gā pǔ xiāng	嘎普乡
gǎ ràng xiāng	尕让乡
gā rì xiāng	嘎日乡
gā tǎ xiāng	嘎塔乡
gá tōng zhèn	噶通镇
gā tuō zhèn	嘎托镇
gā wā xiāng	呷洼乡
gǎ yáng xiāng	尕羊乡
gā yī xiāng	呷衣乡
gài běi zhèn	盖北镇
gài dé zhèn	盖德镇
gài píng xiàn	盖平县
gài shān zhèn	盖山镇
gài wěi zhèn	盖尾镇
gāi xiàn xiàn	该县县
gài yáng xiāng	盖洋乡
gài yáng zhèn	盖洋镇
gài yù zhèn	盖玉镇
gǎi zé xiàn	改则县
gǎi zé zhèn	改则镇
gài zhōu shì	盖州市
gài zī bǎo	盖兹堡
gān bǎo xiāng	甘堡乡
gǎn chǎng zhèn	赶场镇
gān chéng xiāng	干城乡
gān chéng xiāng	甘城乡
gǎn chéng zhèn	感城镇
gān dé xiàn	甘德县
gǎn dé zhèn	感德镇
gān dēng xiāng	甘登乡
gān dòng xiāng	杆洞乡
gān dōu zhèn	甘都镇
gān duǒ zhèn	甘垛镇
gān fāng zhèn	甘坊镇
gān gāo xiàn	甘高县
gān gōu xiāng	干沟乡
gān gōu xiāng	甘沟乡
gān gōu zhèn	甘沟镇
gān gǔ xiàn	甘谷县
gān hé zhèn	甘河镇
gān jiā zhèn	甘加镇
gàn jiāng zhèn	干江镇
gān jiāng zhèn	甘江镇
gān jǐng zhèn	甘井镇
gān jùn zhèn	甘浚镇
gàn lǎn zhèn	干览镇
gān lín zhèn	甘霖镇
gān lóng zhèn	甘龙镇
gān lù zhèn	甘露镇
gān luò xiàn	甘洛县
gān luò xiāng	甘洛乡
gàn mǎ zhèn	赣马镇
gān nán xiàn	甘南县
gān nán zhèn	甘南镇
gān níng zhèn	甘宁镇
gǎn pǔ zhèn	澉浦镇
gān quán bǎo	甘泉堡
gān quán xiàn	甘泉县
gān quán zhèn	甘泉镇
gān sǎ zhèn	甘洒镇
gǎn shuǐ zhèn	赶水镇
gān táng xiāng	甘棠乡
gān táng zhèn	甘棠镇
gàn tián zhèn	淦田镇
gān tián zhèn	甘田镇
gān tíng zhèn	甘亭镇
gǎn wáng zhèn	感王镇
gān wéi zhèn	甘圩镇
gān xī xiāng	甘溪乡
gān xī zhèn	甘溪镇
gān xī zhèn	泔溪镇
gàn xiàn qū	赣县区
gān yán xiāng	甘岩乡
gàn yáo zhèn	干窑镇
gàn yì zhèn	干驿镇
gàn yú qū	赣榆区
gàn yú xiàn	赣榆县
gān yǔ zhèn	甘雨镇
gān zhāo zhèn	甘招镇
gān zhōu qū	甘州区
gàn zhōu zhèn	干洲镇
gān zhú zhèn	甘竹镇
gān zī xiàn	甘孜县
gān zǐ xiāng	柑子乡
gān zǐ zhèn	柑子镇
gān zī zhèn	甘孜镇
gǎng bā xiàn	岗巴县
gǎng bā zhèn	岗巴镇
gǎng běi qū	港北区
gǎng biān xiāng	港边乡
gāng chá xiàn	刚察县
gāng chéng qū	钢城区
gāng chéng zhèn	堽城镇
gǎng dù zhèn	岗度镇
gǎng duī zhèn	岗堆镇
gǎng gā zhèn	岗嘎镇
gǎng jí zhèn	岗集镇
gàng jiā zhèn	杠家镇
gǎng kǒu qū	港口区
gǎng kǒu xiāng	港口乡
gǎng kǒu zhèn	港口镇
gàng kǒu zhèn	筻口镇
gǎng lǐ xiāng	岗李乡
gǎng lóng xiāng	岗龙乡
gǎng měi zhèn	岗美镇
gǎng mén zhèn	港门镇
gāng miàn xiāng	冈面乡
gǎng nán qū	港南区
gǎng nán zhèn	岗南镇
gǎng ní xiāng	岗尼乡
gǎng píng zhèn	岗坪镇
gǎng qiè xiāng	岗切乡
gǎng sè xiāng	岗色乡
gāng shān qū	冈山区
gāng shān xiàn	冈山县
gǎng shàng zhèn	岗上镇
gǎng shàng zhèn	港上镇
gāng shàng zhèn	冈上镇
gǎng tóu zhèn	港头镇
gāng tún zhèn	钢屯镇
gǎng tuō zhèn	岗托镇
gǎng wáng zhèn	岗王镇
gǎng wěi zhèn	港尾镇
gǎng wū zhèn	岗乌镇
gǎng xī zhèn	港西镇
gāng xī zhèn	冈西镇
gǎng yán zhèn	港沿镇
gāng yáng zhèn	罡杨镇
gāng yáo zhèn	缸窑镇
gǎng zi xiāng	岗子乡
gāo ān shì	高安市
gāo ān xiàn	高安县
gāo ān xiāng	高安乡
gāo ān zhèn	高安镇
gāo bà zhèn	高坝镇
gāo bǎo xiāng	高堡乡
gāo bēi zhèn	高陂镇
gāo bù zhèn	高埗镇
gāo chāng qū	高昌区
gāo chāng zhèn	高昌镇
gāo chǎng zhèn	高场镇
gāo chē xiāng	高车乡
gǎo chéng qū	藁城区
gǎo chéng xiàn	藁城县
gāo chéng zhèn	高塍镇
gāo chéng zhèn	高城镇
gào chéng zhèn	告成镇
gāo chuān xiāng	高川乡
gāo chuān zhèn	高川镇
gāo chún qū	高淳区
gāo chún xiàn	高淳县
gāo cūn xiāng	高村乡
gāo cūn zhèn	高村镇
gāo dī xiāng	高堤乡
gāo diàn xiāng	高店乡
gāo diàn zhèn	高店镇
gāo dōng zhèn	高东镇
gāo dōu zhèn	高都镇
gāo fēng xiāng	高峰乡
gāo fēng zhèn	高丰镇
gāo fēng zhèn	高峰镇
gāo fèng zhèn	高凤镇
gāo fù zhèn	高阜镇
gāo gǎng qū	高港区
gāo gǎng zhèn	高岗镇
gāo gōng zhèn	高公镇
gāo gōu zhèn	高沟镇
gāo gǔ zhèn	高谷镇
gāo guān zhèn	高官镇
gāo guǎn zhèn	高莞镇
gāo guān zhèn	高观镇
gāo hè xiàn	高鹤县
gāo hé zhèn	高河镇
gāo hóng zhèn	高虹镇
gāo hú zhèn	高湖镇
gāo huáng zhèn	高皇镇
gāo jí xiāng	高集乡
gāo jí zhèn	高集镇
gāo jiā bǎo	高家堡
gāo jiā cūn	高家村
gāo jiā zhèn	高家镇
gāo jiā zhuāng	高家庄
gāo jiǎn xiāng	高枧乡
gāo jìng zhèn	高境镇
gāo kǎn zhèn	高坎镇
gāo kēng zhèn	高坑镇
gāo lán xiàn	皋兰县
gāo lán xiāng	高岚乡
gāo lǎng xiāng	高朗乡
gāo lǐ zhèn	高里镇
gāo liáng zhèn	高良镇
gāo liáng zhèn	高梁镇
gāo líng qū	高陵区
gāo líng xiàn	高陵县
gāo lǐng xiāng	高岭乡
gāo lǐng zhèn	高岭镇
gāo líng zhèn	高陵镇
gāo liú zhèn	高流镇
gāo liǔ zhèn	高柳镇
gāo lǒng xiāng	高垅乡
gāo lóng xiāng	高龙乡
gāo lóng zhèn	高龙镇
gāo lǒng zhèn	高陇镇
gāo lóu xiāng	高楼乡
gāo lóu zhèn	高楼镇
gāo lú zhèn	高炉镇
gāo luò xiāng	皋落乡
gāo luò zhèn	皋落镇
gāo luó zhèn	高罗镇
gāo mì shì	高密市
gāo mì xiàn	高密县
gāo mián xiāng	高棉乡
gāo miào xiāng	高庙乡
gāo miào zhèn	高庙镇
gāo míng qū	高明区
gāo míng xiàn	高明县
gāo míng xiāng	高明乡
gāo míng zhèn	高明镇
gāo mò zhèn	高陌镇
gāo nán zhèn	高楠镇
gāo niàng zhèn	高酿镇
gāo pái xiāng	高排乡
gāo péng zhèn	高蓬镇
gāo píng qū	高坪区
gāo píng shì	高平市
gāo píng xiàn	高平县
gāo píng xiāng	高坪乡
gāo píng zhèn	高平镇
gāo píng zhèn	高坪镇
gāo pō zhèn	高坡镇
gāo pǔ zhèn	高埔镇
gāo qiáng xiāng	高墙乡
gāo qiáo xiāng	高桥乡
gāo qiáo zhèn	高桥镇
gāo qīng xiàn	高青县
gāo qiū zhèn	高丘镇
gāo qú zhèn	高渠镇
gāo rén xiāng	高仁乡
gāo shā zhèn	高砂镇
gāo shā zhèn	高沙镇
gāo shān xiāng	高山乡
gāo shān zhèn	高山镇
gāo shàng zhèn	高尚镇
gāo shēng xiāng	高升乡
gāo shēng zhèn	高升镇
gāo shì xiāng	高市乡
gāo shì zhèn	高士镇
gāo shí zhèn	高石镇
gāo shù xiāng	高树乡
gāo sì zhèn	高寺镇
gāo sǔn xiāng	高笋乡
gāo tǎ zhèn	高塔镇
